"wp_ticket_id","created_at","post_status","wp_event_id","wp_product_id","ticket_code","wc_order_item_id","checkin_data","seat_label","seat_id","chart_id"
"855666","2026-04-04 10:05:04","publish","848408","848416","A96DB25B0","331213",,"R1, loc 14","tc_seat_3_14","848433"
"855820","2026-04-04 15:26:16","publish","846208","846253","DCE88C934","331278",,"rand A, loc 11","tc_seat_1_18","846246"
"855821","2026-04-04 15:26:16","publish","846208","846253","CA9FE239B","331278",,"rand A, loc 10","tc_seat_1_19","846246"
"856073","2026-04-05 08:28:55","publish","846252","846282","9B675F88A","331398",,"R16, loc 34","tc_seat_2_577","846293"
"856074","2026-04-05 08:28:55","publish","846252","846282","19824E64F","331398",,"R16, loc 33","tc_seat_2_578","846293"
"856075","2026-04-05 08:28:55","publish","846252","846282","3E77BED23","331398",,"R16, loc 32","tc_seat_2_579","846293"
"856255","2026-04-05 19:05:08","publish","848408","848416","8B2E16037","331503",,"R1, loc 15","tc_seat_3_15","848433"
"856256","2026-04-05 19:05:09","publish","848408","848416","3A867A14D","331503",,"R1, loc 16","tc_seat_3_16","848433"
"856257","2026-04-05 19:05:09","publish","848408","848416","D90D232D1","331503",,"R1, loc 17","tc_seat_3_17","848433"
"863533","2026-04-24 10:19:42","publish","846252","846292","1A5F9EE42","335045",,"R1, loc 10","tc_seat_2_20","846293"
"863534","2026-04-24 10:19:43","publish","846252","846292","EFF299F9B","335045",,"R1, loc 9","tc_seat_2_21","846293"
"863535","2026-04-24 10:19:43","publish","846252","846292","7E81CAB6D","335045",,"R1, loc 8","tc_seat_2_22","846293"
"863536","2026-04-24 10:19:43","publish","846252","846292","CC69D5942","335045",,"R1, loc 7","tc_seat_2_23","846293"
"864079","2026-04-25 23:57:19","publish","848408","848415","B5C548BEF","335327",,"R7, loc 14","tc_seat_8_14","848433"
"864080","2026-04-25 23:57:19","publish","848408","848415","336B06CA9","335327",,"R7, loc 15","tc_seat_8_15","848433"
"864081","2026-04-25 23:57:19","publish","848408","848415","4CEC31892","335327",,"R7, loc 13","tc_seat_8_13","848433"
"864099","2026-04-26 08:08:09","publish","848408","848415","2203F520B","335339",,"R7, loc 16","tc_seat_8_16","848433"
"864100","2026-04-26 08:08:09","publish","848408","848415","EEED9602A","335339",,"R7, loc 17","tc_seat_8_17","848433"
"864190","2026-04-26 14:30:24","publish","846252","846288","ECC7CB181","335389",,"R8, loc 11","tc_seat_2_311","846293"
"864191","2026-04-26 14:30:24","publish","846252","846288","0021E8A9B","335389",,"R8, loc 12","tc_seat_2_310","846293"
"864604","2026-04-29 16:51:44","trash","846252","846292","B116DDCA9","335579",,"R2, loc 11","tc_seat_2_56","846293"
"864605","2026-04-29 16:51:44","trash","846252","846292","B86BEBE09","335579",,"R2, loc 10","tc_seat_2_57","846293"
"864606","2026-04-29 16:51:44","trash","846252","846292","BD80A4CF6","335579",,"R2, loc 12","tc_seat_2_55","846293"
"864607","2026-04-29 16:51:44","trash","846252","846292","9484B9132","335579",,"R2, loc 13","tc_seat_2_54","846293"
"864780","2026-05-02 12:52:56","publish","846208","846248","A96E59DE2","335674",,"rand O, loc 17","tc_seat_4_152","846246"
"864781","2026-05-02 12:52:56","publish","846208","846248","59C09F468","335674",,"rand O, loc 18","tc_seat_4_151","846246"
"865054","2026-05-05 10:48:02","publish","846208","846248","79D8824FD","335816",,"rand F, loc 25","tc_seat_2_3","846246"
"865055","2026-05-05 10:48:02","publish","846208","846248","61EB8803C","335816",,"rand F, loc 24","tc_seat_2_4","846246"
"865087","2026-05-05 13:16:44","publish","846208","846253","903958679","335835",,"rand F, loc 15","tc_seat_4_10","846246"
"865088","2026-05-05 13:16:44","publish","846208","846253","1D5C113F7","335835",,"rand F, loc 16","tc_seat_4_9","846246"
"865103","2026-05-05 14:32:33","trash","846208","846253","AC115FB71","335847",,"rand F, loc 14","tc_seat_4_11","846246"
"865104","2026-05-05 14:32:33","trash","846208","846253","C87709F30","335847",,"rand F, loc 13","tc_seat_4_12","846246"
"865362","2026-05-06 15:54:54","publish","846208","846248","E3F851061","336004",,"rand F, loc 7","tc_seat_3_1","846246"
"865363","2026-05-06 15:54:54","publish","846208","846248","1ECF8DBF9","336004",,"rand F, loc 6","tc_seat_3_2","846246"
"865364","2026-05-06 15:54:54","publish","846208","846248","79F5C9132","336004",,"rand F, loc 5","tc_seat_3_3","846246"
"865411","2026-05-06 19:44:06","publish","846208","846248","42072C38C","336034",,"rand F, loc 23","tc_seat_2_5","846246"
"865412","2026-05-06 19:44:06","publish","846208","846248","486AE7D2F","336034",,"rand F, loc 22","tc_seat_2_6","846246"
"865414","2026-05-06 20:01:51","publish","846208","846253","7AD5B6229","336037",,"rand D, loc 15","tc_seat_1_106","846246"
"865415","2026-05-06 20:01:51","publish","846208","846253","70E0E22AD","336037",,"rand D, loc 14","tc_seat_1_107","846246"
"865570","2026-05-07 09:38:05","publish","846208","846253","25AF7DEE5","336129",,"rand F, loc 14","tc_seat_4_11","846246"
"865571","2026-05-07 09:38:05","publish","846208","846253","BC6C529F0","336129",,"rand F, loc 13","tc_seat_4_12","846246"
"865736","2026-05-07 21:29:48","publish","846208","846253","ED8149370","336222",,"rand F, loc 17","tc_seat_4_8","846246"
"865737","2026-05-07 21:29:48","publish","846208","846253","822B6C960","336222",,"rand F, loc 18","tc_seat_4_7","846246"
"865822","2026-05-08 08:35:36","publish","846208","846248","8E1F41FF3","336274",,"rand O, loc 16","tc_seat_4_153","846246"
"865998","2026-05-08 15:53:46","trash","846208","846253","E21CB5BF6","336383",,"rand F, loc 19","tc_seat_4_6","846246"
"865999","2026-05-08 15:53:46","trash","846208","846253","551CD1C1C","336383",,"rand F, loc 20","tc_seat_4_5","846246"
"866007","2026-05-08 16:01:21","publish","846208","846253","6AFBD8AE8","336390",,"rand F, loc 12","tc_seat_4_13","846246"
"866008","2026-05-08 16:01:21","publish","846208","846253","66C1B7F4E","336390",,"rand F, loc 11","tc_seat_4_14","846246"
"866212","2026-05-08 22:09:18","publish","846208","846253","BABFF9201","336514",,"rand F, loc 9","tc_seat_4_16","846246"
"866213","2026-05-08 22:09:18","publish","846208","846253","87F8B63FB","336514",,"rand F, loc 8","tc_seat_4_17","846246"
"866348","2026-05-09 08:41:44","publish","848408","848414","16A8B9671","336596",,"R14, loc 26","tc_seat_30_25","848433"
"866349","2026-05-09 08:41:44","publish","848408","848414","5D92221C2","336596",,"R14, loc 27","tc_seat_30_26","848433"
"866350","2026-05-09 08:41:44","publish","848408","848414","B2350C4F0","336596",,"R14, loc 28","tc_seat_30_27","848433"
"866508","2026-05-09 11:18:30","publish","846208","846253","622AECC3A","336688",,"rand E, loc 16","tc_seat_1_135","846246"
"866509","2026-05-09 11:18:30","publish","846208","846253","192511651","336688",,"rand E, loc 15","tc_seat_1_136","846246"
"866545","2026-05-09 12:28:43","publish","846208","846253","4F795A7C5","336709",,"rand D, loc 19","tc_seat_1_102","846246"
"866546","2026-05-09 12:28:43","publish","846208","846253","32381E23B","336709",,"rand D, loc 18","tc_seat_1_103","846246"
"866627","2026-05-10 08:33:10","publish","846208","846253","B2462FFF6","336758",,"rand K, loc 18","tc_seat_4_79","846246"
"866628","2026-05-10 08:33:10","publish","846208","846253","E9476215B","336758",,"rand K, loc 17","tc_seat_4_80","846246"
"866629","2026-05-10 08:33:10","publish","846208","846253","E3F33CA61","336758",,"rand K, loc 16","tc_seat_4_81","846246"
"866630","2026-05-10 08:33:10","publish","846208","846253","4772F888A","336758",,"rand K, loc 15","tc_seat_4_82","846246"
"866653","2026-05-10 12:35:09","publish","846208","846253","950697A01","336772",,"rand C, loc 14","tc_seat_1_76","846246"
"866654","2026-05-10 12:35:09","publish","846208","846253","7A4CA61B5","336772",,"rand C, loc 15","tc_seat_1_75","846246"
"866655","2026-05-10 12:35:09","publish","846208","846253","D4AA69A90","336772",,"rand C, loc 16","tc_seat_1_74","846246"
"866685","2026-05-10 21:16:14","publish","848408","848416","161E465C0","336793",,"R1, loc 5","tc_seat_3_5","848433"
"866686","2026-05-10 21:16:15","publish","848408","848416","B0301EC5A","336793",,"R1, loc 4","tc_seat_3_4","848433"
"866687","2026-05-10 21:16:15","publish","848408","848416","935259931","336793",,"R1, loc 3","tc_seat_3_3","848433"
"866688","2026-05-10 21:16:15","publish","848408","848416","457219E94","336793",,"R1, loc 2","tc_seat_3_2","848433"
"866740","2026-05-11 18:10:16","publish","848408","848415","74B527F4A","336827",,"R5, loc 14","tc_seat_6_14","848433"
"866741","2026-05-11 18:10:16","publish","848408","848415","7BB71A3E6","336827",,"R5, loc 15","tc_seat_6_15","848433"
"866742","2026-05-11 18:10:16","publish","848408","848415","1726380E8","336827",,"R5, loc 16","tc_seat_6_16","848433"
"866743","2026-05-11 18:10:16","publish","848408","848415","F6B131ADB","336827",,"R5, loc 17","tc_seat_6_17","848433"
"866778","2026-05-12 15:18:54","publish","846252","846288","B7DEF5688","336849",,"R9, loc 18","tc_seat_2_341","846293"
"866779","2026-05-12 15:18:54","publish","846252","846288","66B67080D","336849",,"R9, loc 19","tc_seat_2_340","846293"
"866780","2026-05-12 15:18:54","publish","846252","846288","9BB953969","336849",,"R9, loc 17","tc_seat_2_342","846293"
"866841","2026-05-13 10:19:00","trash","846208","846253","524C6D739","336881",,"rand F, loc 19","tc_seat_4_6","846246"
"866842","2026-05-13 10:19:00","trash","846208","846253","6044613F5","336881",,"rand F, loc 20","tc_seat_4_5","846246"
"866843","2026-05-13 10:19:00","trash","846208","846253","F351903F3","336881",,"rand F, loc 21","tc_seat_4_4","846246"
"866848","2026-05-13 10:23:41","publish","846208","846248","195C791C5","336885",,"rand F, loc 4","tc_seat_3_4","846246"
"866849","2026-05-13 10:23:41","publish","846208","846248","B2A580EB9","336885",,"rand F, loc 3","tc_seat_3_5","846246"
"866850","2026-05-13 10:23:41","publish","846208","846248","3631ABF04","336885",,"rand F, loc 2","tc_seat_3_6","846246"
"866964","2026-05-13 17:13:06","publish","846208","846248","0391AA0F5","336951",,"rand G, loc 23","tc_seat_2_13","846246"
"866965","2026-05-13 17:13:06","publish","846208","846248","B2AD73243","336951",,"rand G, loc 24","tc_seat_2_12","846246"
"867307","2026-05-15 13:14:14","publish","846252","846288","AA442143E","337161",,"R8, loc 13","tc_seat_2_309","846293"
"867308","2026-05-15 13:14:14","publish","846252","846288","FE6866245","337161",,"R8, loc 14","tc_seat_2_308","846293"
