"wp_product_id","description"
"673971","acest bilet nu asigura loc pe scaun"
"674292","reducere pana pe 14.07.25"
"674294","reducere pana pe 14.07.25"
"674295","reducere pana pe 14.07.25"
"674638","susținerea actului artistic"
"674639","susținerea actului artistic"
"674640","susținerea actului artistic"
"674714","reducere primele bilete"
"675105","reducere primele bilete"
"675393","susținerea actului artistic"
"675400","susținerea actului artistic"
"675404","susținerea actului artistic"
"675470","reducere primele bilete"
"677656","reducere primele bilete"
"677668","reducere primele bilete"
"677691","pretul include o bautura"
"677697","pretul include o bautura"
"679045","varsta peste 21 ani"
"679046","varsta intre 18-21 ani"
"679047","varsta intre 14-18 ani"
"679318","Reducere pentru primele abonamente"
"679443","reducere pana pe 09.10.2025"
"679444","reducere pana pe 09.10.2025"
"679445","reducere pana pe 09.10.2025"
"679505","reducere pana pe 10.10.2025"
"679508","reducere pana pe 10.10.2025"
"679515","reducere pana pe 10.10.2025"
"679959","reducere pana pe 11.10.2025"
"679960","reducere pana pe 11.10.2025"
"679961","reducere pana pe 11.10.2025"
"681242","Accesul celor 2 persoane se face in acelasi timp"
"681315","Pret redus pana miercuri 09.07.25"
"681329","Pret redus pana miercuri 23.07.25"
"681351","Pret redus pana miercuri 06.08.25"
"681363","Pret redus pana miercuri 20.08.25"
"681415","Presale -Pret Redus pana Vineri 27.06"
"681548","reducere primele bilete"
"681549","reducere pana pe 23.10.25"
"681778","locurile sunt in zona cu iarba"
"682102","Presale -Pret Redus pana miercuri 30.07"
"682166","Presale -Pret Redus pana miercuri"
"682173","Presale -Pret Redus pana miercuri"
"683211","reducere pana pe 24.08.2025"
"683229","reducere pana pe 24.08.2025"
"683230","reducere pana pe 24.08.2025"
"683611","Presale -Pret Redus pana miercuri 30.07"
"683643","Presale -Pret Redus pana miercuri 13.08"
"683682","Presale -Pret Redus pana miercuri 02.07"
"683694","Presale -Pret Redus pana miercuri 16.07"
"683708","Presale -Pret Redus pana miercuri 16.07"
"683725","Presale -Pret Redus pana miercuri 23.07"
"683755","Presale -Pret Redus pana miercuri 06.08"
"683800","Presale -Pret Redus pana miercuri"
"683846","redus pana miercuri 15.04.26"
"684165","Acces permis doar cu carnet de elev sau student vizat "
"684467","susținerea actului artistic"
"684874","Oferta 1+1 FREE: adauga in cos multiplu de 2"
"685024","reducere primele bilete"
"685167","Reducere primele bilete"
"685172","Reducere pana pe 26.09.25"
"685343","Presale -Pret Redus pana miercuri 09.07"
"685355","Presale -Pret Redus pana miercuri 23.07"
"685363","Presale -Pret Redus pana miercuri 06.08"
"685373","Presale -Pret Redus pana miercuri 20.08"
"685792","Presale -Pret Redus pana miercuri 23.07"
"685849","Presale -Pret Redus pana miercuri 20.08"
"685876","Presale -Pret Redus pana miercuri 17.09"
"686368","Biletul include : un pahar de Prosecco si rezervarea la masa"
"686462","susținerea actului artistic"
"686466","susținerea actului artistic"
"686470","susținerea actului artistic"
"686549","Biletul include : transport, un pahar de Prosecco si loc rezervat la masa"
"686764","susținerea actului artistic"
"686770","susținerea actului artistic"
"686772","susținerea actului artistic"
"686863","2+1 Gratis"
"686868","2+1 Gratis"
"686869","2+1 Gratis"
"686874","2+1 Gratis"
"686875","2+1 Gratis"
"686876","2+1 Gratis"
"686880","2+1 Gratis"
"686881","2+1 Gratis"
"686882","2+1 Gratis"
"687162","reducere primele bilete"
"687765","reducere primele bilete"
"687793","reducere pana pe 25.07"
"687797","reducere pana pe 25.07"
"688216","susținerea actului artistic"
"688217","susținerea actului artistic"
"688218","susținerea actului artistic"
"688254","susținerea actului artistic"
"688255","susținerea actului artistic"
"688256","susținerea actului artistic"
"688273","susținerea actului artistic"
"688280","susținerea actului artistic"
"688281","susținerea actului artistic"
"689179","reducere primele bilete"
"689180","reducere pana pe 01.08.25"
"689519","reducere primele bilete"
"689520","reducere pana pe 07.11.25"
"689750","Oferta 1+1 FREE: adauga in cos multiplu de 2"
"689849","reducere pana la 31.07.25"
"690194","reducere primele abonamente"
"691760","reducere primele bilete"
"691764","reducere primele bilete"
"691783","reducere primele bilete"
"692040","reducere primele bilete"
"692048","reducere primele bilete"
"692177","varsta intre 18-21 ani"
"692306","Presale -Pret Redus pana miercuri 13.08"
"692521","Reducere primele bilete"
"692606","reducere primele bilete"
"692618","reducere pana pe 22.08.25"
"692985","reducere primele bilete"
"693508","reducere primele bilete"
"694548","reducere primele bilete"
"694579","Presale -Pret Redus pana miercuri"
"694711","NU asigură loc la masă"
"694712","cu loc la masă"
"694745","Biletul includei rezervarea la masa"
"694746","Biletul include : un pahar de Prosecco si loc rezervat la masa"
"695267","Presale -Pret Redus pana miercuri 30.07"
"695279","susținerea actului artistic"
"695320","Pentru copii cu varsta peste 6 ani "
"695321","Pentru copii cu varsta peste 6 ani "
"695325","Pentru copii cu varsta peste 6 ani "
"695339","reducere pana pe 25.08.25"
"695357","reducere pana pe 25.08.25"
"695500","susținerea actului artistic"
"695501","susținerea actului artistic"
"695502","susținerea actului artistic"
"695528","reducere primele bilete"
"695685","Se prezintă actul doveditor la acces"
"695689","Se prezintă actul doveditor la acces"
"696693","reducere pana pe 20.09.25"
"696985","reducere pana pe 25.08.25"
"697618","reducere primele bilete"
"698046","reducere primele bilete"
"698306","reducere primele bilete"
"698576","susținerea actului artistic"
"698578","susținerea actului artistic"
"698582","susținerea actului artistic"
"698728","reducere primele bilete"
"698924","reducere pana pe 31.12"
"698950","reducere primele bilete"
"698959","reducere primele bilete"
"698964","reducere primele bilete"
"700710","reducere primele bilete"
"701013","reducere primele bilete"
"701023","reducere primele bilete"
"701476","reducere primele bilete"
"701887","pretul include o bautura"
"701905","Include: Cină +1🍷 Prosecco si experiența jocului ✅ ULTIMELE 4 locuri 🔥🔥"
"701919","Include: Cină +1 Prosecco si experiența jocului"
"702093","reducere primele bilete"
"702697","reducere pana pe 23.09.2025"
"702699","reducere pana pe 23.09.2025"
"702701","reducere pana pe 23.09.2025"
"703281","reducere primele bilete"
"703701","pe TERASĂ"
"703723","biletul nu asigura loc la masa"
"704404","reducere pana pe 15 septembrie"
"704668","Curs aproximativ 0,69 kr =1 leu"
"704703","reducere primele bilete"
"704788","reducere până pe 9 septembrie"
"704905","reducere primele bilete"
"705392","reducere primele bilete"
"705715","reducere primele bilete"
"705752","Se prezinta carnet la acces"
"705765","reducere primele bilete"
"706103","reducere primele bilete"
"706679","Curs aproximativ 0,69 kr =1 leu"
"706688","Include: Cină +1 Prosecco si experiența jocului"
"707079","cu loc in primele randuri"
"707080","Acces VIP pentru grup de 8 persoane la o canapea, si consumatie inclusa de 100 lei de persoana"
"707081","Acces VIP pentru grup de 12 persoane la o canapea, si consumatie inclusa de 100 lei de persoana"
"707792","reducere primele bilete"
"708462","reducere primele bilete"
"708722","reducere primele bilete"
"708881","reducere primele bilete"
"709207","reducere primele bilete"
"711145","Include: Cină +1🍷 Prosecco si experiența jocului ✅ ULTIMELE 5 locuri 🔥🔥"
"711260","acces pentru 4 persoane"
"711550","Oferta 1+1 FREE: adauga in cos multiplu de 2"
"711627","reducere primele bilete"
"711916","reducere primele bilete"
"711977","reducere primele bilete"
"711979","reducere primele bilete"
"712092","acces pentru 4 persoane"
"712139","reducere primele bilete"
"712196","reducere primele bilete"
"712214","selecteaza buton albastru pentru 3 persoane"
"712215","selecteaza buton verde pe harta"
"712216","NU asigura loc la masa"
"712247","reducere primele bilete"
"712267","reducere primele bilete"
"712723","reducere primele bilete"
"712781","selecteaza buton portocaliu pentru 6 persoane"
"712916","reducere primele bilete"
"712918","reducere primele bilete"
"712942","Se prezintă actul doveditor la acces"
"713000","reducere primele bilete"
"713354","reducere primele bilete"
"713755","reducere primele bilete"
"713872","reduere primele bilete"
"714371","intra 2 pe bilet/se prezinta legitimatie la poarta"
"714375","intra 2 pe bilet/se prezinta legitimatie la poarta"
"714586","reducere primele bilete"
"714978","reducere primele bilete"
"715295","reducere primele bilete"
"715762","redus pana miercuri 28.01.26"
"716635","Oferta 1+1 FREE: adauga in cos multiplu de 2"
"716865","reducere pana pe 12.10.25"
"717046","reducere pana pe 20.10.2025"
"717047","reducere pana pe 20.10.2025"
"717048","reducere pana pe 20.10.2025"
"717103","reducere pana pe 20.10.2025"
"717104","reducere pana pe 20.10.2025"
"717105","reducere pana pe 20.10.2025"
"717212","reducere primele bilete"
"717269","reducere primele bilete"
"717293","reducere primele abonamente"
"717296","reducere primele abonamente"
"717810","reducere primele bilete"
"718019","reducere primele bilete"
"718078","reducere primele bilete"
"718207","se prezinta legitimatie la intrare"
"718411","Include: Cină +1🍷 Prosecco si experiența jocului"
"718412","Include: Cină +1🍷 Prosecco si experiența jocului ✅ ULTIMELE 5 locuri 🔥🔥"
"718540","reducere primele bilete"
"718919","*La acces se prezinta carnetul de elev/student"
"718927","Oferta 1+1 FREE: adauga in cos multiplu de 2"
"718958","reducere primele bilete"
"718987","*La acces se prezinta carnetul de elev/student"
"718989","Oferta 1+1 FREE: adauga in cos multiplu de 2"
"719000","*La acces se prezinta carnetul de elev/student"
"719002","Oferta 1+1 FREE: adauga in cos multiplu de 2"
"719015","*La acces se prezinta carnetul de elev/student"
"719018","Oferta 1+1 FREE: adauga in cos multiplu de 2"
"719033","reducere primele bilete"
"719174","reducere primele bilete"
"719385","reducere primele bilete"
"719702","Oferta 1+1 FREE: adauga in cos multiplu de 2"
"720262","reducere primele bilete"
"720281","*La acces se prezinta carnetul de elev/student"
"720294","adauga in cos multiplu de 4"
"720336","Include: Cină +1🍷 Prosecco si experiența jocului"
"720338","Include: Cină +1🍷 Prosecco si experiența jocului"
"720416","reducere primele bilete"
"720441","reducere primele bilete"
"720472","reducere primele bilete"
"720494","*La acces se prezinta carnetul de elev/student"
"720513","reducere primele bilete"
"720664","reducere primele bilete"
"720666","se adauga in cos multiplu de 2"
"720683","reducere primele bilete"
"720685","se adauga in cos multiplu de 2"
"720743","reducere primele bilete"
"720848","reducere primele bilete"
"721296","NU asigura loc la masa"
"721298","selecteaza buton verde pe harta"
"721304","selecteaza buton pentru 2 persoane"
"721305","selecteaza buton pentru 3 persoane"
"721306","selecteaza buton pentru 6 persoane"
"721322","NU asigura loc la masa"
"721517","reducere primele bilete"
"721789","+ o jucarie noua"
"721792","+ o jucarie noua"
"721793","+ o jucarie noua"
"721851","For our students’ guests: parents, grandparents, siblings, neighbors, friends./Pentru părinții, familia și invitații elevilor noștri"
"721985","reducere primele bilete"
"722206","reducere primele bilete"
"722207","reducere primele bilete"
"722349","reducere primele bilete"
"722358","Se prezintă actul doveditor la acces"
"722372","Se prezintă actul doveditor la acces"
"722373","reducere primele bilete"
"722400","Se prezintă actul doveditor la acces"
"722401","reducere primele bilete"
"722523","reducere pana pe 22.10.25"
"722526","reducere pana pe 22.10.25"
"723025","reducere primele bilete"
"723076","reducere primele bilete"
"723917","reducere primele bilete"
"723986","reducere primele bilete"
"723996","reducere primele bilete"
"724025","Oferta 1+1 FREE: adauga in cos multiplu de 2"
"724409","reducere primele bilete"
"724420","reducere primele bilete"
"724603","reducere primele bilete"
"724668","Se prezintă actul doveditor la acces"
"724696","bilete zona B"
"724697","bilete zona A"
"724698","bilete zona canapele"
"724875","reducere primele bilete"
"724884","reducere primele bilete"
"724902","reducere primele bilete"
"725130","reducere primele bilete"
"725195","Se prezintă actul doveditor la acces"
"725377","reducere pana pe 16.11.25"
"725399","reducere pana pe 22.10.25"
"726245","reducere primele bilete"
"728724","loc in picioare"
"728725","masa la balcon (min. 2p )"
"728729","masa in fata scenei (min. 2p )"
"728733","2 Bilete VIP + Meet & Greet + poza Elvis Presley Tribute + Open Bar + 1h la Afterparty + Platouri reci/ calde premium cu branzeturi / mezeluri / fructe de mare"
"728934","loc la masa"
"728935","loc la masa, la balcon"
"728937","loc la masa, în fata scenei"
"728938","2 bilete VIP +Meet & Greet +poza Jazzy Jo & Band+ Open Bar +1h la Afterparty +Platouri reci/calde premium cu branzeturi /mezeluri /fructe de mare"
"729013","se pun in cos min 8 bilete"
"729014","se pun in cos min 4 bilete"
"729053","reducere primele abonamente"
"729069","Biletul este per persoană și este valabil pentru întreaga perioadă a festivalului."
"729074","Biletul este per persoană și este valabil pentru întreaga perioadă a festivalului."
"730120","reducere primele bilete"
"730770","reducere primele bilete"
"730792","reducere primele bilete"
"731107","reducere primele bilete"
"731464","reducere primele bilete"
"733497","reducere primele bilete"
"733502","Se prezintă actul doveditor la acces"
"733523","Include: Cină +1🍷 Prosecco si experiența jocului"
"733524","Include: Cină +1🍷 Prosecco si experiența jocului"
"733542","Se prezintă actul doveditor/ Accesul celor 2 persoane se face in acelasi timp"
"733748","reducere primele bilete"
"733750","Se prezintă actul doveditor la acces"
"733776","Curs aproximativ 0,69 kr =1 leu"
"734271","locuri la mesele din față"
"734458","reducere primele abonamente"
"734584","Oferta 1+1 FREE: adauga in cos multiplu de 2"
"734699","reducere primele bilete"
"735144","reducere pana pe 15 noiembrie"
"735163","sub 10 ani acces gratuit"
"735347","pana pe 13 octombrie ora 18"
"735566","Se prezintă actul doveditor la acces"
"736387","2 Bilete VIP + Meet & Greet  artist cu poza + Open buffet dedicat (într-o sală separată cu o oră înainte de concert) +O sticlă de prosecco/ wine"
"736396","2 Bilete Cat.1 cu u acces serviciu la masa+ Meet & Greet cu poze artist + Open Bar dedicat+ Platouri reci / calde premium cu branzeturi / mezeluri / fructe de mare"
"736398","cu loc in primele randuri"
"736410","se pun in cos bilete multiplu de 2pers"
"736418","preț EarlyBird-reducere primele bucati"
"736555","preț EarlyBird-reducere primele bucati"
"736592","2 Bilete VIP+ Meet&Greet cu poze artist + Open Bar +1h la Afterparty+ Platouri reci/ calde premium cu branzeturi / mezeluri / fructe de mare"
"737037","reducere primele bilete"
"737840","Oferta 1+1 FREE: adauga in cos multiplu de 2"
"738005","reducere primele bilete"
"738049","Pachetul VIP include: Meet & Greet the Artist + 1 Sticlă de Prosecco/ Wine"
"738050","Scaune, locuri cu vizibilitate"
"738051","scaune, locuri in spate cu vizibilitate"
"738251","*La acces se prezinta carnetul de elev/student"
"738252","Oferta 1+1 FREE: adauga in cos multiplu de 2"
"738268","*La acces se prezinta carnetul de elev/student"
"738269","Oferta 1+1 FREE: adauga in cos multiplu de 2"
"738299","reducere primele bilete"
"738301","reducere primele bilete"
"738514","reducere primele bilete"
"738530","reducere primele bilete"
"738548","reducere primele bilete"
"738570","reducere primele bilete"
"738592","reducere primele bilete"
"738879","reducere primele bilete"
"738880","reducere primele bilete"
"738898","reducere primele bilete"
"738904","adauga in cos multiplu de 3"
"739218","reducere primele bilete"
"739330","biletul nu asigura loc la masa"
"739387","loc la masa, în fata scenei"
"739388","loc la masa, la balcon"
"739389","loc in picioare"
"739403","include 2 Bilete VIP+ Meet & Greet + Open Bar + 1h la Afterparty + Platouri reci/ calde premium cu branzeturi / mezeluri / fructe de mare"
"739773","reducere pana pe 13 noiembrie"
"740622","reducere primele bilete"
"740903","reducere primele bilete"
"742705","reducere primele bilete"
"742762","reducere primele bilete"
"742792","reducere primele bilete"
"742793","reducere primele bilete"
"742817","reducere primele bilete"
"743048","reducere primele bilete"
"743049","se adauga in cos multiplu de 2"
"743078","reducere primele bilete"
"743079","se adauga in cos multiplu de 2"
"743091","reducere primele bilete"
"743099","se adauga in cos multiplu de 2"
"743427","La acces se prezinta carnet de elev"
"743437","*La acces se prezinta carnetul de student"
"743440","reducere pana pe 01.12.2025"
"743447","Se prezinta la acces carnet de elev"
"743471","Se prezinta la acces carnet de student"
"743710","reducere primele bilete"
"744232","NU asigura loc la masa"
"744244","selecteaza buton albastru pe harta"
"744245","selecteaza buton pentru 2 persoane"
"744256","selecteaza buton pentru 3 persoane"
"744260","selecteaza buton pentru 6 persoane"
"744346","reducere primele bilete"
"744384","reducere primele bilete"
"745201","Mese fără vizibilitate spre scenă, dar cu audiție clară"
"745202","Mese cu vizibilitate directă spre „scenă”"
"745216","Mese cu vizibilitate directă spre „scenă”"
"745223","Mese fără vizibilitate spre scenă, dar cu audiție clară"
"745360","*La acces se prezinta carnetul de elev/student"
"745361","reducere primele bilete"
"745370","se adauga in cos multiplu de 2"
"745475","grup peste 4 persoane"
"745519","*La acces se prezinta carnetul de elev/student"
"745523","reducere primele bilete"
"745526","se adauga in cos multiplu de 2"
"746188","Loc in picioare"
"746223","reducere primele bilete"
"746293","reducere primele bilete"
"746782","reducere primele bilete"
"748605","reducere primele bilete"
"748789","reducere primele bilete"
"748799","minim 2 pers. "
"748800","minim 2 pers. "
"748801","bilet fără loc"
"748812","2 Bilete VIP+ Meet&Greet cu poze artist + Open Bar +1h la Afterparty+ Platouri reci/ calde românești"
"748831","reducere primele bilete"
"748835","la acces se prezinta act doveditor"
"748897","minim 2 pers. "
"748898","minim 2 pers. "
"748900","bilet fără loc"
"750429","reducere primele bilete"
"750454","Include: Cină +1🍷 Prosecco si experiența jocului"
"750468","Include: Cină +1🍷 Prosecco si experiența jocului"
"751296","Fără loc la masă"
"753748","+ o jucarie noua"
"753752","+ o jucarie noua"
"753753","+ o jucarie noua"
"753754","+ o jucarie noua"
"753851","reducere până pe 7 decembrie"
"753860","reducere până pe 7 decembrie"
"753862","reducere până pe 7 decembrie"
"754398","reducere pana pe 20 ian"
"754877","reducere pana pe 30.11.25"
"755154","reducere pana pe 30.11.25"
"755543","grup peste 4 persoane"
"755552","grup peste 4 persoane"
"755665","reducere primele bilete"
"755851","Biletul nu asigura loc la masa"
"755859","Biletul nu asigura loc la masa"
"755970","reducere primele bilete"
"757848","Include: mâncarea, băuturile, toate activitățile, momentele speciale și experiența completa. Reducere până pe 11.12"
"757852","Include: mâncarea, băuturile, toate activitățile, momentele speciale și experiența completa"
"758367","Reducere primele bilete"
"758370","Disponibile la acces!"
"758383","Reducere primele bilete"
"758390","Număr limitat - Disponibile doar la acces!"
"758398","Reducere primele bilete"
"758404","Reducere primele bilete"
"758447","Reducere primele bilete"
"758463","Reducere primele bilete"
"758469","Reducere primele bilete"
"758511","Reducere primele bilete"
"758523","loc în picioare"
"758524","loc în picioare"
"758525","loc în picioare"
"758534","Reducere primele bilete"
"758543","Reducere primele bilete"
"758563","Reducere primele bilete"
"758580","Reducere primele bilete"
"758593","Reducere primele bilete"
"758876","reducere pana pe 07.01.2026"
"758893","reducere pana pe 07.01.2026"
"758894","reducere pana pe 07.01.2026"
"758986","reducere pana pe 11.01.2026"
"758987","reducere pana pe 11.01.2026"
"758988","reducere pana pe 11.01.2026"
"759088","reducere pana pe 14.01.2026"
"759089","reducere pana pe 14.01.2026"
"759095","reducere pana pe 14.01.2026"
"759287","reducere pana pe 14.12.25"
"759401","reducere primele bilete"
"759920","reducere pana pe 14.02.2026"
"759924","reducere pana pe 14.02.2026"
"759925","reducere pana pe 14.02.2026"
"759928","reducere pana pe 14.02.2026"
"760071","reducere pana pe 15 februarie 2026"
"760072","reducere pana pe 15 februarie 2026"
"760073","reducere pana pe 15 februarie 2026"
"760162","*la acces se prezinta carnet elev/student"
"760221","*la acces se prezinta carnet elev/student"
"760355","*la acces se prezinta carnet elev/student"
"760408","reducere pana pe 21.01.2026"
"760409","reducere pana pe 21.01.2026"
"760414","reducere pana pe 21.01.2026"
"760453","reducere primele bilete"
"760949","reducere pana pe 31.12.2025"
"760950","reducere pana pe 31.12.2025"
"760951","reducere pana pe 31.12.2025"
"761205","reducere primele bilete"
"762063","reducere primele bilete"
"763498","fără loc la masă"
"763503","cu loc la masă și platou finger food"
"763610","reducere primele bilete"
"764667","Include: mâncarea, băuturile, toate activitățile, momentele speciale și experiența completa. Reducere până pe 21.12"
"764668","Include: mâncarea, băuturile, toate activitățile, momentele speciale și experiența completa. Reducere până pe 21.12"
"764672","Include: mâncarea, băuturile, toate activitățile, momentele speciale și experiența completa"
"764847","reducere primele bilete"
"764979","Oferta 1+1 FREE: adauga in cos multiplu de 2"
"765096","reducere primele bilete"
"765964","reducere primele bilete"
"766006","Se prezintă actul doveditor la acces"
"766010","Se prezintă actul doveditor la acces"
"766018","Se prezintă actul doveditor la acces"
"766022","Se prezintă actul doveditor la acces"
"766026","Se prezintă actul doveditor la acces"
"767557","Pachet 2 abonamente.Oferta valabila pana pe 24.12.25"
"767650","Oferta valabila pana pe 24.12.25"
"768847","reducere primele bilete"
"769343","reducere primele bilete"
"769344","reducere primele bilete"
"769346","reducere primele bilete"
"769892","reducere pana pe 30.05.26"
"769895","reducere pana pe 30.05.26"
"769896","reducere pana pe 30.05.26"
"769897","reducere pana pe 30.05.26"
"770089","reducere pana pe 08.01.26"
"770434","pret redus pana pe 15.01"
"770844","reducere pana pe 08.01.26"
"771289","reducere pana pe 15.02.26"
"771290","reducere pana pe 01.03.26"
"771669","numar limitat de locuri"
"774270","adauga in cos 4 bucati"
"774275","adauga in cos 6 bucati"
"774283","adauga in cos 6 bucati"
"774284","adauga in cos 5 bucati"
"774285","adauga in cos 4 bucati"
"776429","acces 3 zile la festival+ acces backstage, cina tradițională alături de staff si artiști, socializare cu artiștii, acces gratuit Băile Figa"
"777483","reducere primele bilete"
"777611","Fără loc la masă. Se adauga in cos multiplu de 5."
"777740","reducere primele bilete"
"777741","reducere primele bilete"
"777927","reducere pana pe 13.01.26"
"777931","reducere pana pe 13.01.26"
"777935","reducere pana pe 13.01.26"
"778016","reducere primele bilete"
"778042","reducere primele bilete"
"778409","reducere primele bilete"
"778419","reducere pana pe 05.01.26"
"778464","reducere pana pe 10.01.26"
"779151","Pretul afisat este pentru un singur bilet si este valabil pentru achizitia a minim 4 bilete."
"779154","Pretul afisat este pentru un singur bilet si este valabil pentru achizitia a minim 4 bilete."
"779188","reducere primele bilete"
"779316","Pretul afisat este pentru un singur bilet si este valabil pentru achizitia a minim 4 bilete."
"779337","Pretul afisat este pentru un singur bilet si este valabil pentru achizitia a minim 4 bilete."
"779349","Pretul afisat este pentru un singur bilet si este valabil pentru achizitia a minim 4 bilete."
"779351","Pretul afisat este pentru un singur bilet si este valabil pentru achizitia a minim 4 bilete."
"780632","grup peste 4 persoane"
"781653","reducere primele bilete"
"782240","Include: 1🍷 Prosecco si experiența jocului+ acces after party"
"782244","Include: 1🍷 Prosecco si experiența jocului+ acces after party"
"782251","Acces începând cu ora 22:30"
"782283","Acces începând cu ora 22:30"
"782360","reducere primele bilete"
"782369","reducere pana pe 26.01.26"
"782938","reducere primele bilete"
"783374","reducere primele bilete"
"785626","reducere pana pe 25.01.2026"
"785627","reducere pana pe 25.01.2026"
"785628","reducere pana pe 25.01.2026"
"785749","reducere primele bilete"
"785827","Se adauga in cos multiplu de 4"
"785978","reducere primele bilete"
"786797","reducere primele bilete"
"786834","reducere"
"787381","reducere primele bilete"
"787534","reducere pana pe 24.01.26"
"787600","reducere pana pe 01.02.26"
"787613","reducere pana pe 01.02.26"
"787614","reducere pana pe 01.02.26"
"788354","reducere primele bilete"
"788419","Pretul afisat este pentru un singur bilet si este valabil pentru achizitia a minim 4 bilete."
"788483","reducere până pe 07 martie"
"788554","reducere primele bilete"
"789160","reducere primele bilete"
"790133","reducere pana pe 09.02.2026"
"790134","reducere pana pe 09.02.2026"
"790135","reducere pana pe 09.02.2026"
"790168","reducere primele bilete"
"791897","acces conferinta + carte „Evoluția Sufletului Întrupat"""
"791898","acces conferinta + 2 carti + bonus curs „Înțelepciunea Legilor Universale"""
"792074","reducere primele bilete"
"792159","reducere pana pe 24 aprilie 2026"
"792164","reducere pana pe 24 aprilie 2026"
"792167","reducere pana pe 24 aprilie 2026"
"792590","acces la spectacol+petrecere"
"792618","acces la spectacol+petrecere"
"792714","reducere primele abonamente"
"792763","reducere primele bilete"
"792786","Oferta 1+1 FREE: adauga in cos multiplu de 2"
"792903","reducere pana pe 25 martie 2026"
"792904","reducere pana pe 25 martie 2026"
"792905","reducere pana pe 25 martie 2026"
"793604","Pretul afisat este pentru un singur bilet si este valabil pentru achizitia a minim 4 bilete."
"793614","Pretul afisat este pentru un singur bilet si este valabil pentru achizitia a minim 4 bilete."
"793839","include acces spectacol si meniu: Aperitiv+ Fel principal+Desert +Bauturi non-alcoolice"
"794023","loc în picioare"
"794024","loc în picioare"
"794026","loc în picioare"
"794036","reducere primele bilete"
"794322","reducere primele abonamente"
"795426","reducere primele bilete"
"795766","reducere primele bilete"
"796069","Reducere primele bilete"
"797037","reducere primele bilete"
"797478","reducere primele bilete"
"797488","reducere primele bilete"
"797544","reducere primele bilete"
"797548","reducere primele bilete"
"797725","reducere primele bilete"
"799446","reducere primele bilete"
"799496","reducere pana pe 21.02.2026"
"799497","reducere pana pe 21.02.2026"
"799498","reducere pana pe 21.02.2026"
"799602","reducere pana pe 26.03.2026"
"799603","reducere pana pe 26.03.2026"
"799605","reducere pana pe 26.03.2026"
"799676","reducere pana pe 09.02.2026"
"799680","reducere pana pe 09.02.2026"
"799687","reducere pana pe 09.02.2026"
"800101","reducere primele bilete"
"800475","reducere primele bilete"
"800495","reducere primele bilete"
"800502","reducere primele bilete"
"800505","reducere primele bilete"
"800782","reducere primele bilete"
"800810","reducere primele bilete"
"800824","Se prezintă actul doveditor/ Accesul celor 2 persoane se face in acelasi timp"
"800909","reducere abonamente"
"801025","reducere speciala pana pe 30.01"
"801050","reducere primele bilete"
"801252","Ultimele 2 bilete ! Include: 1🍷 Prosecco si experiența jocului"
"801272","Ultimele 2 bilete ! Include: 1🍷 Prosecco si experiența jocului"
"801511","fara loc pe scaun in zona din spatele sectoarelor B1 si B2"
"801939","reducere primele bilete"
"802052","acces la spectacol+petrecere"
"802068","acces la spectacol+petrecere"
"802075","acces la spectacol+petrecere"
"802086","acces la spectacol+petrecere"
"802101","acces la spectacol+petrecere"
"802132","acces la spectacol+petrecere"
"802159","acces la spectacol+petrecere"
"802165","acces la spectacol+petrecere"
"802198","acces la spectacol+petrecere"
"802209","acces la spectacol+petrecere"
"802386","reducere primele bilete"
"802691","reducere pana pe 20.02 in limita stocului"
"802694","reducere primele bilete"
"803252","reducere primele abonamente"
"803723","reducere pana pe 15.02.26"
"803916","reducere primele bilete"
"805868","reducere pana pe 28.02.26"
"807356","reducere până pe 01.04.2026"
"807774","reducere primele bilete"
"808316","reducere primele bilete"
"808324","reducere pana pe 05.03.26"
"808624","reducere primele bilete"
"808625","reducere primele bilete"
"808688","Pretul afisat este pentru un singur bilet si este valabil pentru achizitia a minim 4 bilete."
"808733","reducere pana pe 25 martie 2026"
"808738","reducere pana pe 25 martie 2026"
"808739","reducere pana pe 25 martie 2026"
"810086","reducere primele bilete"
"810439","Pretul afisat este pentru un singur bilet si este valabil pentru achizitia a minim 4 bilete."
"810451","Pretul afisat este pentru un singur bilet si este valabil pentru achizitia a minim 4 bilete."
"810484","Oferta 1+1 FREE: adauga in cos multiplu de 2"
"810525","Oferta 1+1 FREE: adauga in cos multiplu de 2"
"810785","Reducere primele bilete"
"810930","la acces se prezinta carnet student/elev"
"810931","adauga in cos multiplu de 2"
"810936","adauga in cos multiplu de 2: se prezinta carnet elev/student la acces"
"811329","reducere pana la 01.03.2026"
"811500","Reducere primele bilete"
"811510","Reducere pana pe 19.03 in limita locurilor disponibile"
"811740","Reducere primele bilete"
"811750","Reducere pana pe 18.03.26 in limita locurilor disponibile"
"812144","acest bilet NU asigura loc pe scaune"
"812204","Include: 1🍷 Prosecco * experiența jocului și petrecerea"
"812217","Include: 1🍷 Prosecco * experiența jocului și petrecerea"
"812415","reducere primele bilete"
"812566","Pretul afisat este pentru un singur bilet si este valabil pentru achizitia a minim 4 bilete."
"812570","Pretul afisat este pentru un singur bilet si este valabil pentru achizitia a minim 4 bilete."
"814198","reducere primele bilete"
"814369","Pretul afisat este pentru un singur bilet si este valabil pentru achizitia a minim 4 bilete."
"814565","Reducere primele bilete"
"814580","Se adauga in cos multiplu de 10"
"814732","Pretul afisat este pentru un singur bilet si este valabil pentru achizitia a minim 4 bilete."
