"wp_event_id","name","wp_slug","post_status","created_at","organizer_wp_user_id","starts_at","ends_at","location","image_url","ticket_terms","description","duration_type","organizer_email"
"852926","Oddland, Mother Of Millions, Ring Of Gyges - Cluj-Napoca","oddland-mother-of-millions-ring-of-gyges-25-09-2026","publish","2026-03-29 23:18:09","0","2026-09-25 20:00","2026-09-25 23:30","Machines Venue, Cluj Napoca",,,,"single_day",
"852967","Oddland, Mother Of Millions, Ring Of Gyges - Quantic","oddland-mother-of-millions-ring-of-gyges-26-09-2026","publish","2026-03-29 23:47:19","0","2026-09-26 20:00","2026-09-26 23:30","Quantic, Bucuresti",,,,"single_day",
"853015","Nicolas Simion quartet - Jazzings @Acaju","nicolas-simion-quartet-jazzings-acaju-853015","publish","2026-03-30 09:41:43","0","2026-04-30 20:30","2026-04-30 22:30","Acaju, Iasi",,,,"single_day",
"853055","Folk de mai - 2PLUS1ULIUS @ La Ingineri","folk-de-mai-2plus1ulius-la-ingineri-853055","publish","2026-03-30 10:22:16","0","2026-05-09 19:00","2026-05-09 22:00","Exense Pub and More/Str Mihai Eminescu nr 33, sector 1, Bucuresti",,,,"single_day",
"853074","Transilvania Tattoo Expo 2026 @ Sala Thalia","transilvania-tattoo-expo-2026-sibiu","publish","2026-03-30 11:46:27","0","2026-05-29 12:00","2026-05-31 20:00","Sala Thalia/ str.Cetatii, nr.3-5, Sibiu",,,,"single_day",
"853234","Suspecti la Prima Vedere: Dincolo de aparențe","suspecti-la-prima-vedere-853234","publish","2026-03-30 16:14:35","0","2026-04-18 17:00","2026-04-18 20:30","Naive, Bucuresti",,,,"single_day",
"853381","Gypsy Jazz Lăutăresc | Django Sound Quartet @ Trattoria Monza","django-sound-quartet-trattoria-monza-853381","publish","2026-03-30 18:51:45","0","2026-04-05 19:00","2026-04-05 22:00:00","Trattoria Monza, Bucuresti",,,,"single_day",
"853551","Un barbat si mai multe femei @Casa Caragiale","un-barbat-si-mai-multe-femei-casa-caragiale-853551","publish","2026-03-31 10:00:12","0","2026-04-19 18:00","2026-04-19 19:15","Casa Caragiale /str.Ion Luca Caragiale 21-23, sector 2, Bucuresti",,,,"single_day",
"853571","50 de secunde @Teatrul Amzei","50-de-secunde-teatrul-amzei-853571","publish","2026-03-31 10:38:09","0","2026-05-03 18:00","2026-05-03 19:15","Teatrul Amzei, Bucuresti/str.Biserica Amzei, nr. 21-23, sect.1",,,,"single_day",
"854125","Rapunzel – by Qfeel @Ploiesti","rapunzel-qfeel-ploiesti-854125","publish","2026-04-01 14:04:44","0","2026-04-25 11:00","2026-04-25 12:00","Casa de Cultura a Sindicatelor, Ploiesti",,,,"single_day",
"854201","BENT Album Release w/ HATESPEECH & xDOSARPENALx | Machines Venue","bent-w-hatespeech-xdosarpenalx-machines-venue-854201","publish","2026-04-01 16:52:15","0","2026-05-14 20:00","2026-05-14 22:00","Machines Venue, Cluj Napoca",,,,"single_day",
"854242","CONEXIUNI @The Pub Universitatii","conexiuni-the-pub-universitatii-854242","publish","2026-04-07 19:18:17","0","2026-05-29 20:00","2026-05-29 22:00","The Pub Universității/ bd. Regina Elisabeta 9, București",,,,"single_day",
"854250","CONEXIUNI @Rock Halle","conexiuni-rock-halle-854250","publish","2026-04-01 17:41:01","0","2026-05-30 20:00","2026-05-30 22:00","Rock Halle, Constanta",,,,"single_day",
"854402","Faith &amp; Love ""Songs for the Soul"" cu Mădălina Ioana Petre Quartet","faith-love-songs-for-the-soul-madalina-petre-quartet-854402","publish","2026-04-01 22:05:45","0","2026-04-07 20:00","2026-04-07 22:00:00","The PUB Universitatii, Bucuresti",,,,"single_day",
"854574","Broscuțele Înțelepte - teatru interactiv pentru copii @ Clubul Țăranului – La Mama","broscutele-intelepte-clubul-taranului-la-mama-854574","publish","2026-04-02 12:14:06","0","2026-04-05 11:00","2026-04-05 11:45:00","Clubul Taranului-La Mama (MTR)",,,,"single_day",
"854644","Instinctive LIVE – 2000s Party @Irish Music Pub","instinctive-irish-music-pub-854644","publish","2026-04-02 14:38:47","0","2026-04-18 21:00","2026-04-18 23:59","Irish Music Pub, Cluj",,,,"single_day",
"854778","Suspecți la Brunch","suspecti-la-brunch-naive-854778","publish","2026-04-02 16:50:12","0","2026-05-10 15:00","2026-05-10 20:00","Naive, Bucuresti",,,,"single_day",
"855139","Eufobia, Silence Is Violence @Urbana, Iasi","eufobia-urbana-iasi-855139","publish","2026-04-03 11:11:43","0","2026-04-25 19:30","2026-04-25 22:00","URBANA - Galeriile Comerciale Stefan Cel Mare, Iași",,,,"single_day",
"855186","Crima la balul lui Gatsby – Timișoara Edition","crima-la-balul-lui-gatsby-timisoara-edition-855186","publish","2026-04-03 12:51:10","0","2026-04-26 16:30","2026-04-26 20:30","Sky Rooftop Restaurant – Up in the sky, Timișoara",,,,"single_day",
"855277","Ssssst! Silent Comedy with Serban Borda @Biblioteca Gheorghe Șincai, Oradea","ssssst-silent-comedy-serban-borda-oradea-855277","publish","2026-04-03 14:54:39","0","2026-04-22 17:00","2026-04-22 18:00","Amfiteatru, Biblioteca Județeană Gheorghe Șincai ,Oradea",,,,"single_day",
"855292","When Violin Meets Guitar METAVIVALDI @Targoviste","when-violin-meets-guitar-metavivaldi-targoviste-855292","publish","2026-04-03 15:31:25","0","2026-06-27 19:00","2026-06-27 21:00","Teatrul Municipal ""Tony Bulandra"", Targoviste",,,,"single_day",
"855730","SCARA fără SFÂRȘIT de Nicolae Vasile (teatru)","scara-fara-sfarsit-teatruagir-amzei-855730","publish","2026-04-04 12:01:20","0","2026-06-26 18:30","2026-06-26 19:45","Teatrul Amzei, Bucuresti/str.Biserica Amzei, nr. 21-23, sect.1",,,,"single_day",
