"wp_event_id","post_status","description","hero_image_url","poster_url","featured_image_url","sold_out","website","facebook","amanat","anulat","bilete_doar_la_intrare"
"843640","publish","Moșii de primăvară, este un spectacol muzical-teatral conceput în egală măsură, de Radu Gheorghe și Eugen Cristea, altfel spus, un parteneriat artistic, între doi dintre cei mai experimentați actori și cantautori ai generației lor.

&nbsp;

Cunoașterea și exploatarea cu succes a acelorași multiple mijloace de expresie teatrală, disponibilitatea pentru pantomimă, improvizație și mai ales umorul subtil care-i caracterizează pe amândoi protagonișii acestui Show, face ca această intreprindere să fie una dintre cele mai interesante oferte culturale Bucureștene din această primăvară.

&nbsp;

Opera Folk, îi putem să-i spunem și așa, acestei construcții originale, pentru că ea, are ca suport creațiile muzicale ale celor doi artiști. Completate cu povestirea unor amitiri savuroase culese din întâlnirile ocazionale în spectacolele de peste veac, dar și experiențe personale.

&nbsp;

Show-ul este și va rămâne deschis pentru invitați, colegi, atât actori cât și muzicieni ! Lista rămâne secretă și apariția pe scenă a celor avizați constitue o surpriză, neîndoios plăcută pentru spectatori !

&nbsp;

Nu ratați întâlnirea cu cei mai încăpățânați moși, care refuză să abdice de la misiune lor artistică ci, dimpotrivă, contra-atacă și își dedică talentul, efortul și inspirația publicului lor.

&nbsp;

Rezervari: 0728843782","https://www.ambilet.ro/wp-content/uploads/2026/03/Mosii-de-primavara-banner-21.04.26.jpg","https://www.ambilet.ro/wp-content/uploads/2026/03/Mosii-de-primavara-afis-21.04.26.jpg","https://www.ambilet.ro/wp-content/uploads/2026/03/Mosii-de-primavara-banner-21.04.26.jpg","0",,"https://fb.me/e/9FJlSdmW4","0","0","0"
"844073","publish","🎭✨ Pinocchio – Povestea băiețelului de lemn care a învățat să fie OM! ✨🎭

&nbsp;

Trupa de Teatru Qfeel te invită într-o aventură plină de emoție, magie și învățăminte, alături de cel mai curios și neastâmpărat personaj al tuturor timpurilor – Pinocchio! 🪵🤥

&nbsp;

O poveste clasică, reinterpretată într-un mod modern și interactiv, unde copiii nu sunt doar spectatori, ci devin parte din călătoria lui Pinocchio – un băiețel de lemn care visează să devină adevărat. 🌟

&nbsp;

👃 Oare ce se întâmplă atunci când nu spui adevărul?
❤️ Cum poți învăța să asculți de cei care te iubesc?
🌈 Și cât de important este să ai încredere în tine și în prietenii tăi?

&nbsp;

Prin cântec, dans, umor și emoție, cei mici descoperă pas cu pas valoarea sincerității, a curajului și a alegerilor bune – într-un spectacol care îi va ține cu sufletul la gură până la final!

&nbsp;

💡 Ce învață copiii din această poveste:
✅ Că minciuna are nasul lung… dar adevărul deschide inimi 💛
✅ Că greșelile sunt lecții din care putem crește 🌱
✅ Că iubirea și prietenia te pot transforma în cea mai bună versiune a ta ✨
✅ Că visurile devin realitate atunci când muncești cu sufletul 💫

&nbsp;

🎭 Personaje care dau viață poveștii:
🪵 Pinocchio – curios, sincer și dornic să descopere lumea
👴 Geppetto – tâmplarul bun care își dorește un fiu
🧚 Zâna Albastră – ghidul magic care îl ajută pe Pinocchio să-și găsească drumul
🦗 Greierașul – conștiința sa, mereu pus pe sfaturi amuzante
🎪 Stromboli – păpușarul viclean
🐺 Vulpița și Motanul – maeștri ai încurcăturilor

&nbsp;

🌟 Un spectacol educativ, interactiv și plin de culoare, unde fiecare copil învață prin joacă despre ce înseamnă să fii sincer, curajos și bun.

&nbsp;

🎟️ Vârsta recomandată: 2+ ani
⏳ Durată: aprox. 50 minute

&nbsp;

<span style=""font-weight: 400;"">🎭Ne vedem la teatru!</span><span style=""font-weight: 400;"">
</span>Verifică programul următoarelor spectacole din București - <a href=""https://www.ambilet.ro/qfeel/"" target=""_blank"" rel=""noopener""><span style=""color: #3366ff;""><strong>ambilet.ro/qfeel</strong></span></a> și din toată țara - <a href=""https://www.ambilet.ro/trupa-qfeel/"" target=""_blank"" rel=""noopener""><span style=""color: #3366ff;""><strong>ambilet.ro/trupa-qfeel</strong></span></a>

&nbsp;

📣 Dragă părinte, intră în comunitatea de Spectatori Qfeel și vei avea parte de oferte, surprize, activități educative și informații în premieră:
👉 <span style=""color: #3366ff;""><strong><a style=""color: #3366ff;"" href=""https://chat.whatsapp.com/J8yVwDYJ8WlGEeK4hyuYrR"" target=""_blank"" rel=""noopener"">https://chat.whatsapp.com/J8yVwDYJ8WlGEeK4hyuYrR</a></strong></span>

&nbsp;

📍 <span style=""font-weight: 400;"">În foaier veți fi întâmpinați cu bucurie de echipa Qfeel, iar copii au parte de surprize, interacțiune cu personaje Qfeel și ateliere de creație.</span>

Hai în poveste! 🌈👑","https://www.ambilet.ro/wp-content/uploads/2025/10/Pinocchio-banner-gen.jpg","https://www.ambilet.ro/wp-content/uploads/2025/10/Pinocchio-afis-gen.jpg","https://www.ambilet.ro/wp-content/uploads/2025/10/Pinocchio-banner-gen.jpg","0",,"https://fb.me/e/20bBb6GbCi","0","0","0"
"844288","publish","🐔 <strong>1 Mai Muncitoresc</strong> - Sukar Nation lansează single-ul “<strong>Balkan Disco Dance</strong>”
──
The Pub Universității • București • 1 Mai

&nbsp;

<strong>Sukar Nation</strong> vine din noul val alternativ cu un show care respiră <strong>energie</strong> și <strong>emoție</strong> .
Balkan punk, rock și folclor, puse cap la cap într-un concert care ridică sala în picioare și o ține în mișcare până la ultima notă.

&nbsp;

Chemăm armata de suflete, reinventăm petrecerea să dăm cheful de viață pe dinafară.
🏆 Câștigătorii concursului „Nesemnații” organizat de Radio Guerrilla, după primul material discografic - Balkan Punk Orchestra - lansat alături de Electrecord și Radio Guerrilla, anunță noul lor Single ""<strong>Balkan Disco Dance</strong>""
Pentru prima dată, la The Pub - Universității, îl vei simți cu adevărat, pe pielea ta, LIVE, pe scenă, acolo unde Balkan Rock-ul trăiește cel mai intens.

&nbsp;

Balkan Disco Dance: <a href=""https://www.youtube.com/watch?v=_51lpIM8FNA"">https://www.youtube.com/watch?v=_51lpIM8FNA</a>

Show The Ticket Antena1: <a href=""https://www.youtube.com/watch?v=6wynsWixyZc"">https://www.youtube.com/watch?v=6wynsWixyZc</a>
Drumul lung: <a href=""https://www.youtube.com/watch?v=m0fKV-UBqd8"">https://www.youtube.com/watch?v=m0fKV-UBqd8</a>
fOitza: <a href=""https://www.youtube.com/watch?v=wFaRk1WZhZ4"">https://www.youtube.com/watch?v=wFaRk1WZhZ4</a>
Moment de grație, cu capul și sufletul pe masă: <a href=""https://www.youtube.com/watch?v=DPdKpKBqOpY"">https://www.youtube.com/watch?v=DPdKpKBqOpY</a>

&nbsp;

Cu un mix exploziv de rock, ritmuri balcanice, folclor și atitudine liberă, Sukar Nation spune povestea unei generații care refuză să fie încadrată.

&nbsp;

📅 Data: 1 Mai 2026
⏰ Access: 20:00
📍 Locație: The Pub - Universității,București

Rezervări: 0728 843 782 - <a href=""http://www.the-pub.ro/"">www.the-pub.ro</a>

&nbsp;

👉 Vă rugăm să sunați pentru rezervări, pentru a ne asigura că evenimentul se va desfășura în condiții optime pentru toți participanții.
Rezervări telefonice:  <strong>0728 843 782</strong>","https://www.ambilet.ro/wp-content/uploads/2026/03/balkan-vibes-01.05.26-banner.jpeg","https://www.ambilet.ro/wp-content/uploads/2026/03/balkan-vibes-01.05.26-afis.jpeg","https://www.ambilet.ro/wp-content/uploads/2026/03/balkan-vibes-01.05.26-banner.jpeg","0",,"https://fb.me/e/7EfvYItnk","0","0","0"
"844327","publish","<strong>Folk | Poezie | Emoție autentică</strong>

&nbsp;

Emeric Imre, artistul de folk care a lansat celebra piesă „Nebun de Alb”, urcă pe scena alături de Roje și Jimi El Laco, pentru un concert special, plin de sensibilitate, ironie fină și povești cântate cu suflet.
Cu un stil inconfundabil și versuri care ating teme precum iubirea, fragilitatea și curajul de a simți, Emeric Imre oferă publicului un spectacol sincer, în care muzica de autor și emoția se întâlnesc firesc.
Un concert pentru cei care iubesc folkul adevărat și cântecele care rămân mult timp după ultima notă.","https://www.ambilet.ro/wp-content/uploads/2026/03/Emeric-Imre-26.03-banner.jpg","https://www.ambilet.ro/wp-content/uploads/2026/03/Emeric-Imre-26.03.36-afis.jpeg","https://www.ambilet.ro/wp-content/uploads/2026/03/Emeric-Imre-26.03-banner.jpg","0",,,"0","0","0"
"844356","publish","<strong>Jazz4you Awards 2026</strong>

&nbsp;

Celebrating Talent- Swing - Belief in Jazz

&nbsp;

Prezentator Florian Lungu

&nbsp;

Petrica Andrei trio
Alex Man quartet
EB Jazz Orchestra &amp; Tudy Zaharescu","https://www.ambilet.ro/wp-content/uploads/2026/03/Jazz-4-you-Awards-2026-banner-04.04.26.jpg","https://www.ambilet.ro/wp-content/uploads/2026/03/Jazz-4-You-Awards-2026-afis-04.04.26.jpg","https://www.ambilet.ro/wp-content/uploads/2026/03/Jazz-4-you-Awards-2026-banner-04.04.26.jpg","0",,"https://fb.me/e/4kDTrZ2fV","0","0","0"
"844434","publish","Vă invitam cu drag la spectacolul de absolvire a cursului de actorie - nivel intermediar, al grupei de actori amatori Dream&amp;Act 🙂

&nbsp;

Data: 31 martie, ora 19:30
Locatia: Teatrul Apropo, Bvd Dimitrie Pompeiu 8 (langa metrou Pipera)

&nbsp;

Teatru al absurdului de Matei Vișniec

&nbsp;

Marile maree
Fata tânără - Gabriela Bari
Fotograful - Alex Gripcă
Femeia bătrână - Adelina Sofia Nedelea

&nbsp;

Nu iese fum fără foc
Mihai - Andrei Iorga
Eva- Diana Dragomir

&nbsp;

Apa din Havel
Vânzătoarea de arme - Alina Mărgărit
Sinucigașul - Tiberiu Felix Lungulescu

&nbsp;

Trecătorul
Trecătorul - Ioana Zeman
Omul rănit - Cristina Iordache

&nbsp;

Occident express 1
Zânuța - Ioana Chriac
Vasile - Cristina Dumitrașcu
Orbul - Lucian Țarida

&nbsp;

Mecanica extatico onirico orfista
Eva - Diana Dragomir
Mihai - Valentin Răceanu

&nbsp;

Occident express 1
Zânuța - Ioana Chriac
Vasile - Cristina Dumitrașcu
Orbul - Lucian Țarida

&nbsp;

Țara asta ține la tine, mă!
Șefa - Geta Ciopei
Șefuța- Iulia Ciolan
Prizoniera - Adelina Sofia Nedelea

&nbsp;

Omul care vorbeşte singur
Femeia 1 - Cristina Dumitrașcu
Femeia 2 - Ana Alexandra Sorescu
Bărbatul 1 - Valentin Răceanu
Bărbatul 2 - Andrei Iorga

&nbsp;

Nu mai sunt iepurașul tău drag
El - Lucian Țarida
Ea - Alexandra Ionița

&nbsp;

Dansul buricului
Regizorul - Iulia Ciolan
Asistent Regizor- Ana Alexandra Sorescu
Nașul - Tiberiu Felix Lungulescu
Mirele - Alex Gripcă
Mireasa - Gabriela Bari
Dra de onoare - Cristina Dumitrașcu
Nașa - Ioana Zeman

&nbsp;

Data: 31 martie, ora 19:30
Locatia: Teatrul Apropo, Bvd Dimitrie Pompeiu 8 (langa metrou Pipera)
Prof. Coord.: Ștefana Badiu și Irina Beșcucă

&nbsp;

❤️Biletele se pot cumpara online din linkul catre <a href=""http://ambilet.ro"" target=""_blank"" rel=""noopener"">Ambilet.ro</a> si vor fi disponibile si la intrarea in spatiu, incepand cu ora 19.00

&nbsp;

Va asteptam cu drag! 🤗
Echipa Dream&amp;Act","https://www.ambilet.ro/wp-content/uploads/2026/03/Dreamact-banner-31.03.26.jpg","https://www.ambilet.ro/wp-content/uploads/2026/03/Dreamact-afis-31.03.26.jpg","https://www.ambilet.ro/wp-content/uploads/2026/03/Dreamact-banner-31.03.26.jpg","0",,"https://fb.me/e/66VQjJDxX","0","0","0"
"844451","publish","<strong>A fost odată o fetiță frumoasă și cuminte, căreia bunica i-a dăruit o scufiță roșie. Aceasta i se potrivea atât de bine, încât toți au început să o numească Scufița Roșie. Era veselă, bună la suflet, harnică, dar și foarte isteață.</strong>

&nbsp;

Acțiunea respectă ideea originală a autorilor, Frații Grimm, însă aduce în fața spectatorilor duioșia Mamei și a Bunicuței, umorul Lupului și al Vânătorului, precum și naivitatea Scufiței Roșii. Întregul fir narativ se desfășoară într-o notă când plină de suspans, când de bună-dispoziție, susținută de muzicalitatea spectacolului și de o interpretare interactivă.

&nbsp;

Personajele acestei povești binecunoscute vor încânta atât copiii, cât și adulții, oferind un text original, încărcat de duioșie, umor și candoare. Acestea sunt presărate cu pilde, proverbe și învățături din vechime, atât de relevante și astăzi.

&nbsp;

Actorii vor da viață personajelor: Mama, Scufița Roșie, Lupul, Vânătorul și Bunicuța.

&nbsp;

Spectacol de teatru interactiv, recomandat copiilor cu vârsta de peste 3 ani.

&nbsp;

Durata spectacolului: 45 de minute

&nbsp;

Un spectacol pus în scenă în cadrul programului cultural <strong>Caravana cu Spectacole, la Restaurant Hanu’ lui Manuc</strong> – Piața Unirii, Strada Franceză 62-64, Sector 3, București.

&nbsp;

<strong>Powered by Caravana cu Spectacole</strong>
<strong>#caravanacuspectacole</strong>

&nbsp;

<strong>Alte mențiuni:</strong>

Pentru copiii cu vârsta de peste 1 an se achită bilet.

Biletele sunt necesare atât pentru copii, cât și pentru părinți.

Vă rugăm să vă prezentați la locație cu 30 de minute înainte de începerea spectacolului pentru a vă ocupa locurile preferate.","https://www.ambilet.ro/wp-content/uploads/2025/06/Scufita-Rosier-banner-27.07.25.jpg","https://www.ambilet.ro/wp-content/uploads/2025/06/Scufita-rosie-afis-27.07.25.jpg","https://www.ambilet.ro/wp-content/uploads/2025/06/Scufita-Rosier-banner-27.07.25.jpg","0",,,"0","0","0"
"844938","publish","Te-ai gândit vreodată cât de diferit ar arăta machiajul tău dacă ai ști exact ce ți se potrivește și cum să-l faci corect, pas cu pas?
Sau ți s-a întâmplat să simți că ai produsele potrivite, dar parcă lipsește „ceva”?
<strong>Suspecți la Automachiaj</strong> este despre exact acel „ceva”.
Este momentul să devii propriul tău make-up artist.
Pe 18 aprilie, îți iei 4 ore doar pentru tine, în care înveți cum să te machiezi corect. Fără grabă, fără presiune, într-un cadru relaxat, în care poți să întrebi orice și să înțelegi fiecare pas.

Vei descoperi cum să:
– îți înțelegi forma feței și să evidențiezi ceea ce te avantajează
– alegi nuanțele potrivite pentru tine, în funcție de ten și culoarea ochilor
– obții un ten luminos și un machiaj care rezistă întreaga zi
– transformi rapid un machiaj de zi într-unul de seară
– aplici tehnici eficiente și tips &amp; tricks care fac cu adevărat diferența

Unul dintre cele mai utile lucruri: vei lucra chiar cu produsele tale.
Îți recomandăm să vii cu trusa personală. O vom analiza împreună și vei înțelege exact cum să folosești fiecare produs, ce ți se potrivește și ce nu.
În același timp, vei avea acces și la produse profesionale, ca să poți face comparații reale și să știi pe viitor ce merită să alegi.
Workshopul este susținut de<strong> Andreea Fugaru</strong>, make-up artist cu peste 9 ani de experiență, care a realizat machiaje pentru evenimente, shootinguri și proiecte din zona Eurovision.
Dincolo de experiență, este genul de om care explică simplu și clar, are o energie caldă, este glumeață și creează o atmosferă relaxată, în care înveți ușor și te simți bine.
Vei primi și feedback pe parcurs, astfel încât să fii sigură că tehnica este corectă și că ceea ce faci ți se potrivește cu adevărat.
Încheiem totul cu o cină în care te bucuri de rezultatul final: machiajul făcut chiar de tine.
Iar dacă ai chef să prelungești seara, rămânem la Naive pentru party. Practic, suntem deja pregătite pentru o ieșire în oraș.
💄 18 aprilie
🕓 16:00 – 20:00
💸 450 lei
Prețul include:
– cursul de automachiaj
– cină
– 1 pahar de prosecco

&nbsp;","https://www.ambilet.ro/wp-content/uploads/2026/03/suspecti-la-automachiaj-afis.png","https://www.ambilet.ro/wp-content/uploads/2026/03/suspecti-la-automachiaj-afis.png","https://www.ambilet.ro/wp-content/uploads/2026/03/suspecti-la-automachiaj-afis.png","0",,,"0","0","0"
"844986","publish","Jet Mineral, din București, lanseaza albumul ""Mint"" Live avându-i alături pe Static Reverie.

&nbsp;

<strong>Jet Mineral lansează albumul „MINT"" – live în B52!</strong>

&nbsp;

Jet Mineral este o trupă rock înființată în 2023, iar <strong>albumul „MINT</strong>"" marchează un nou început pentru formație.

&nbsp;

Albumul este lansat prin label-ul <strong>Funkhalen Records</strong> și mixat și masterizat de<strong> Ștefan Damian</strong>. Până în prezent, trupa a lansat<strong> single-ul „Mint""</strong> <strong>feat. Cezara Marin</strong>, alături de o <strong>interpretare</strong> <strong>live</strong> a piesei din seria <strong>Opening</strong> <strong>Windows</strong>, filmată și înregistrată la <strong>Creative</strong> <strong>Labs</strong>. Înainte de <strong>MINT</strong>, Jet Mineral a lansat un <strong>EP în ediție limitată</strong>, intitulat „<strong>PreHistoric</strong> <strong>Session</strong>"", disponibil pe <strong>Bandcamp</strong>.

&nbsp;

<strong>Pe 23 aprilie</strong>, trupa aduce acest nou capitol pe scenă într-un <strong>concert special de lansare.</strong>

&nbsp;

<strong>În deschiderea serii va urca pe scenă trupa Static Reverie.</strong>

&nbsp;

<strong>Static Reverie:</strong>

Static Reverie este o trupă indie/alternative formată din Vladone (voce), Robe (chitară lead), Tobert (tobe), Irina (bass) și Ina (voce și chitară rythm). Trupa are un sound energic și emoțional, bazat pe riff-uri puternice, ritmuri dinamice și linii vocale expresive. Muzica lor combină intensitatea rock-ului alternativ cu o atmosferă modernă, plină de feeling și autenticitate. Static Reverie se remarcă prin prezența lor puternică și prin compozițiile care rămân ușor în minte.

IG: <span style=""color: #3366ff;""><strong><a style=""color: #3366ff;"" href=""https://www.instagram.com/thestaticreverie/"" target=""_blank"" rel=""noopener"">https://www.instagram.com/thestaticreverie/</a>
</strong></span>

https://www.instagram.com/jet.mineral?igsh=aDJlOTc1bnVmNzVu

Haideți alături de noi în <strong>B52</strong> pentru o noapte memorabilă!

&nbsp;

Join the minting process!!!","https://www.ambilet.ro/wp-content/uploads/2026/03/Jet-Mineral-banner-23.04.26.jpg","https://www.ambilet.ro/wp-content/uploads/2026/03/Jet-Mineral-afis-23.04.26.jpg","https://www.ambilet.ro/wp-content/uploads/2026/03/Jet-Mineral-banner-23.04.26.jpg","0",,,"0","0","0"
"845005","publish","<span lang=""ro-RO""><i><b>Folk la înălțime! A șaptea ediție</b></i></span>

&nbsp;

<span lang=""ro-RO""><i>Sus pe munte la Vama Buzăului (Brașov), printre brazi, ape și focuri de tabără, câteva mii de oameni se adună an de an pentru ceva tot mai rar: să asculte cu adevărat. Se întâmplă la Festivalul de Muzică Folk Vama de la Munte.  </i></span>

&nbsp;

<span lang=""ro-RO""><i>Publicul nostru are răbdare, simte și știe să se bucure împreună nu vine pe fugă, ci rămâne. Telefoanele se opresc, oamenii se apropie, iar întâlnirile se transformă în experiențe pe viață.</i></span>

&nbsp;

<span lang=""ro-RO""><i>Sus în munte, departe de lume și de oraș, Festivalul devine refugiu cultural: un vibe cald, relaxant și intim, locul unde măștile cad și muzica vindecă.  </i></span>

&nbsp;

<span lang=""ro-RO""><i><b>Pe 1–2 august povestea continuă. Hai la Vama de la Munte și ia-ți biletul pentru două seri de folk trăit pe bune! Folk la înălțime!</b></i></span>","https://www.ambilet.ro/wp-content/uploads/2026/03/Vama-de-la-Munte-Banner-01-02.08.2026.jpg","https://www.ambilet.ro/wp-content/uploads/2026/03/Festivalul-National-de-Folk-Vama-de-la-Munte-02.08.26-afis.jpeg","https://www.ambilet.ro/wp-content/uploads/2026/03/Vama-de-la-Munte-Banner-01-02.08.2026.jpg","0",,,"0","0","0"
"845336","publish","<strong>Zaiafet pe Lună</strong> e o invitație de a-ți aminti cum e să trăiești mai încet.

&nbsp;

Să asculți mai atent.
Să simți că faci parte din ceva mai mare.
Aici, natura e casa noastră, iar comunitatea e inima ei.

&nbsp;

Ne revedem sub stejarii seculari de la Castelul Teleki din Luna de Jos, între<strong> 25 și 28 iunie 2026</strong>, la cea de-a <strong>5-a ediție Zaiafet pe Lună.</strong>
An de an, construim cu grijă o experiență vie, unde arta, natura și bucuria simplă a vieții se împletesc firesc.

&nbsp;

<strong>Ce te așteaptă la Zaiafet pe Lună 2026?</strong>

&nbsp;

<strong>Concerte Live</strong> — ritmuri care te aduc mai aproape de tine
<strong>Ateliere &amp; Discuții</strong> — despre wellbeing, trai simplu și conexiune reală
<strong>Kids Zone</strong> — activități educative și distractive pentru cei mici, într-un spațiu sigur și blând
<strong>Bazar Local</strong> — artizani și produse handmade create cu grijă și respect pentru natură
<strong>Food Court</strong> — mâncare hrănitoare, gătită cu drag din ingrediente locale
<strong>Zaia Camping</strong> — echipat cu tot ce ai nevoie pentru câteva zile confortabile în natură
<strong>Comunitate</strong> — oameni care simt, gândesc și trăiesc cu sens

&nbsp;

Vino să guști din magia Zaiafet pe Lună.
Să trăim împreună patru zile de bucurie, natură și prezență.

&nbsp;

Important:
Copiii au acces gratuit pana la 12 ani, insotiti de un adult platitor de bilet.
Minorii peste 12 ani achita pret intreg și participa la eveniment doar insotiti de un adult platitor de bilet.","https://www.ambilet.ro/wp-content/uploads/2026/03/Zaiafet-banner-25-28.06.26.jpg","https://www.ambilet.ro/wp-content/uploads/2026/03/Zaiafet-banner-25-28.06.26.jpg","https://www.ambilet.ro/wp-content/uploads/2026/03/Zaiafet-banner-25-28.06.26.jpg","0",,,"0","0","0"
"845390","publish","🌼 GOTH Division &lt;Spring Edition&gt;🌼

Sărbătorim primăvara pe 3 aprilie, in Hardward PUB!

🍹Bar OFFER: Moscow Mule - 19.9 lei🍹

The goth subculture includes almost all musical genres, but GOTH Rock and GOTH Metal is one of the most well-known genres.
Padre is the Goth father of Cluj, a controversial and well-known character, for a somewhat darker but energetic party.
Tonight the Dark comes to the right place!
Carpe noctem!

Let's dance!
📅 Start -&gt; 23:00
🎼 Stop the music -&gt; 04:00
🎫 ENTRY: 30 lei (1+1 FREE for the first 25 tickets)


RO
--------------------------------------------
REGULAMENT DE ORDINE INTERIOARĂ:
--------------------------------------------
🔺 Acces si Vârstă
Accesul minorilor, a persoanelor sub 18 ani, este interzis la acest eveniment.
Nu servim băuturi alcoolice minorilor.
🔺 Servire și Rezervări
Pe durata evenimentelor, servirea se face exclusiv la bar.
Achiziționarea biletului de intrare nu asigură rezervarea unui loc la masă.
Pentru loc la masă, este nevoie de rezervare, iar rezervarea se poate face printr-un mesaj privat pe Facebook sau Instagram.
Este interzisă introducerea în club și consumul băuturilor care nu sunt achiziționate din Machines Venue.
🔺 Comportament și Siguranță
Persoanele care vin în stare avansată de ebrietate nu au acces în club.
Persoanele care au ajuns într-o stare de ebrietate avansată nu vor mai fi servite cu alcool și vor fi escortate să părăsească localul.
Este strict INTERZIS consumul de substanțe ilegale în incinta și pe terasa Machines Venue.
Este interzis accesul în Machines Venue a persoanelor care au asupra lor arme albe sau orice alt obiect care poate fi folosit pentru a răni o persoană.
Persoanele care produc daune spațiului sau obiectelor de inventar deținute de Machines Venue sunt obligate să achite contravaloarea daunelor.
Persoanele care intră în Machines Venue sunt nevoite să accepte regulile localului.
Pentru buna desfășurare a evenimentului, organizatorii își rezervă dreptul de a interzice accesul persoanelor care nu respectă regulile de acces.
🔺 Responsabilitate și Media
Organizatorii nu sunt responsabili pentru bunurile participanților și nici pentru pierderea obiectelor lăsate la dulapurile de la garderobă.
Participarea la acest eveniment reprezintă acordul implicit pentru folosirea materialelor foto/video în care puteți fi surprinși pe platformele de social media proprii sau ale partenerilor noștri.
Programul evenimentelor poate suferi modificări care vor fi anunțate în event-ul creat pe FB și pe paginile de social media ale Machines Venue.
Organizatorii își rezervă dreptul de a modifica regulamentul în conformitate cu prevederile aflate în vigoare.
Contravaloarea biletelor de acces nu poate fi returnată.

EN
-------------------------------------
INTERNAL ORDER REGULATIONS:
-------------------------------------
🔺 Access and Age Restrictions
Access for minors, persons under 18 years old, is forbidden at this event.
We do not serve alcoholic beverages to minors.
🔺 Service and Reservations
During the events, service is provided exclusively at the bar.
Purchasing an entrance ticket does not guarantee a reservation for a seat at the table.
Table reservations are required for seating and can be made via a private message on our Facebook or Instagram page.
It is forbidden to bring into the club or consume beverages not purchased from Machines Venue.
🔺 Conduct and Safety
Persons arriving in an advanced state of intoxication will be denied access to the club.
Persons who reach an advanced state of intoxication will no longer be served alcohol and will be escorted to leave the premises.
The consumption of illegal substances within the venue and on the Machines Venue terrace is strictly FORBIDDEN.
Access to Machines Venue is forbidden for persons carrying sharp objects (bladed weapons) or any other item that could be used to injure a person.
Persons who cause damage to the space or inventory objects owned by Machines Venue are obliged to pay for the cost of the damages.
Persons entering Machines Venue are required to accept the venue's rules.
For the proper running of the event, organizers reserve the right to deny access to persons who do not comply with the access rules.
🔺 Liability and Media
Organizers are not responsible for participants' belongings or for the loss of items left in the cloakroom lockers.
Participation in this event represents implicit consent for the use of photo/video materials in which you may be featured on our own social media platforms or those of our partners.
The event schedule may be subject to changes, which will be announced in the Facebook event and on Machines Venue's social media pages.
Organizers reserve the right to modify these regulations in accordance with current legal provisions.
The value of admission tickets is non-refundable.","https://www.ambilet.ro/wp-content/uploads/2026/03/ambilet-orizontala-3apr2026-goth-divisio.jpg","https://www.ambilet.ro/wp-content/uploads/2026/03/ambilet-verticala-3apr2026-goth-division.jpg","https://www.ambilet.ro/wp-content/uploads/2026/03/ambilet-orizontala-3apr2026-goth-divisio.jpg","0",,"https://fb.me/e/7alDucSr7","0","0","0"
