"wp_order_id","order_status","coupon_codes","discount_amount","order_total"
"741305","wc-completed","Ecotron50","50","56.00"
"741259","wc-completed","MARCO50","100","112.00"
"741157","wc-completed","MARCO50","150","168.00"
"741149","wc-completed","MARCO50","100","112.00"
"741143","wc-completed","Qfeel20Ecotron","24","103.20"
"741074","wc-completed","ecotron50","90","100.80"
"741007","wc-cancelled","ECOTRON50","50","56.00"
"740774","wc-completed","ECOTRON50","180","201.60"
"740719","wc-completed","Ecotron50","120","134.40"
"740695","wc-completed","Ecotron50","90","100.80"
"740674","wc-completed","Qfeel20Ecotron","20","86.00"
"740671","wc-completed","ECOTRON50","60","67.20"
"740599","wc-completed","Qfeel20Ecotron","32","138.00"
"740508","wc-completed","qfeel20ecotron","16","69.00"
"740399","wc-completed","Qfeel20Ecotron","20","86.00"
"740393","wc-completed","Qfeel20Ecotron","16","69.00"
"740319","wc-completed","Qfeel20Ecotron","20","86.00"
"740315","wc-completed","Qfeel20Ecotron","24","103.50"
"740299","wc-completed","Qfeel20Ecotron","20","86.00"
"740242","wc-completed","Qfeel20Ecotron","20","86.00"
"740222","wc-completed","MARCO50","100","112.00"
"740015","wc-completed","MARCO50","100","112.00"
"739972","wc-completed","MARCO50","100","112.00"
"739965","wc-completed","Marco50","100","112.00"
"739962","wc-completed","MARCO50","100","112.00"
"739906","wc-completed","Qfeel20ecotron","36","154.80"
"739890","wc-completed","Qfeel20Ecotron","36","154.80"
"739822","wc-completed","MARCO50","100","112.00"
"739774","wc-completed","Marco50","100","112.00"
"739740","wc-completed","Qfeel20Ecotron","36","154.80"
"739720","wc-completed","Marco50","100","112.00"
"739033","wc-completed","kitarodia100#","85","0.00"
"739007","wc-completed","MARCO50","50","56.00"
"738854","wc-completed","MARCO50","50","56.00"
"738787","wc-completed","Marco50","50","56.00"
"738747","wc-completed","MARCO50","100","112.00"
"738560","wc-completed","kitarodia100#","140","0.00"
"738499","wc-completed","kitarodia100#","140","0.00"
"738489","wc-completed","kitarodia100#","170","0.00"
"738486","wc-completed","kitarodia100#","140","0.00"
"738477","wc-completed","kitarodia100#","140","0.00"
"738474","wc-completed","kitarodia100#","140","0.00"
"738468","wc-completed","kitarodia100#","255","0.00"
"738079","wc-completed","Qfeel20Ecotron","24","103.20"
"737905","wc-processing","Vla100hopol","600","0.00"
"737584","wc-completed","SUSPECTILAPARTY10","8.9","84.55"
"737571","wc-completed","Suspectilaparty10","8.9","84.55"
"737567","wc-completed","Qfeel20Ecotron","36","154.80"
"737525","wc-completed","SUSPECTILAPARTY10","8.9","84.55"
"737518","wc-completed","SUSPECTILAPARTY10","26.7","253.65"
"737076","wc-processing","Vla100hopol","2160","0.00"
"736850","wc-completed","SUSPECTILAPARTY10","8.9","84.55"
"736693","wc-completed","Qfeel20Ecotron","24","103.20"
"736674","wc-completed","SUSPECTILAPARTY10","8.9","84.55"
"736672","wc-completed","SUSPECTILAPARTY10","8.9","84.55"
"736656","wc-completed","Suspectilaparty10","8.9","84.55"
"736650","wc-completed","SUSPECTILAPARTY10","44.5","422.75"
"736648","wc-completed","SUSPECTILAPARTY10","8.9","84.55"
"736126","wc-completed","Qfeel20Ecotron","48","206.40"
"735819","wc-processing","Vla100hopol","480","0.00"
"735721","wc-processing","Vla100hopol","6480","0.00"
"733153","wc-completed","Qfeel25oct","30","97.50"
"733136","wc-completed","qfeel25oct","45","145.80"
"733128","wc-completed","Qfeel25oct","50","162.00"
"733112","wc-completed","qfeel25oct","60","194.40"
"733107","wc-cancelled","qfeel25oct","60","194.40"
"733102","wc-cancelled","qfeel25oct","60","194.40"
"733078","wc-failed","qfeel25oct","30","97.20"
"733073","wc-completed","qfeel25oct","60","194.40"
"733065","wc-completed","Qfeel25oct","25","81.00"
"733060","wc-failed","qfeel25oct","60","194.40"
"733057","wc-completed","qfeel25oct","25","81.00"
"733049","wc-completed","QFEEL25OCT","25","81.00"
"733042","wc-completed","Qfeel25oct","30","97.20"
"733034","wc-cancelled","qfeel25oct","50","162.00"
"733025","wc-completed","qfeel25oct","25","81.00"
"733015","wc-completed","Qfeel25oct","30","97.20"
"733011","wc-completed","qfeel25oct","45","145.80"
"733007","wc-completed","qfeel25oct","37.5","121.50"
"733002","wc-completed","Qfeel25oct","60","194.40"
"732988","wc-completed","qfeel25oct","37.5","121.50"
"732978","wc-completed","qfeel25oct","15","48.60"
"732972","wc-completed","qfeel25oct","25","81.00"
"732965","wc-completed","qfeel25oct","30","97.20"
"732931","wc-completed","qfeel25oct","45","145.80"
"732924","wc-completed","qfeel25oct","50","162.00"
"732921","wc-completed","qfeel25oct","30","97.20"
"732918","wc-failed","Qfeel25oct","30","97.20"
"732910","wc-completed","qfeel25oct","25","81.00"
"732898","wc-completed","qfeel25oct","50","162.00"
"732889","wc-completed","qfeel25oct","30","97.20"
"732883","wc-completed","qfeel25oct","25","81.00"
"732871","wc-completed","qfeel25oct","25","81.00"
"732866","wc-completed","qfeel25oct","37.5","121.50"
"732844","wc-completed","qfeel25oct","20","65.00"
"732831","wc-completed","Qfeel25oct","12.5","40.50"
"732822","wc-completed","Qfeel25oct","30","97.20"
"732812","wc-failed","Qfeel25oct","30","97.20"
"732788","wc-completed","Qfeel25oct","30","97.20"
"732777","wc-completed","qfeel25oct","37.5","121.50"
"732774","wc-completed","qfeel25oct","25","81.00"
"732770","wc-cancelled","qfeel25oct","37.5","121.50"
"732753","wc-cancelled","Qfeel25oct","37.5","121.50"
"732741","wc-completed","qfeel25oct","25","81.00"
"732729","wc-cancelled","qfeel25oct","60","194.40"
"732726","wc-completed","Qfeel25oct","30","97.20"
"732708","wc-completed","qfeel25oct","30","97.20"
"732692","wc-completed","Qfeel25oct","75","243.00"
"732685","wc-completed","Qfeel25oct","25","81.00"
"732676","wc-cancelled","Qfeel25oct","75","243.00"
"732670","wc-cancelled","Qfeel25oct","75","243.00"
"732667","wc-completed","qfeel25oct","25","81.00"
"732660","wc-completed","qfeel25oct","90","291.60"
"732650","wc-completed","Qfeel25oct","12.5","40.50"
"732623","wc-completed","Qfeel25oct","37.5","121.50"
"732618","wc-completed","QFEEL25OCT","50","162.00"
"732609","wc-completed","qfeel25oct","37.5","121.50"
"732604","wc-completed","qfeel25oct","60","194.40"
"732581","wc-completed","qfeel25oct","45","145.80"
"732536","wc-completed","Qfeel25oct","30","97.50"
"732528","wc-completed","Qfeel25oct","37.5","121.50"
"732523","wc-completed","Qfeel25oct","30","97.20"
"732504","wc-completed","qfeel25oct","25","81.00"
"732491","wc-completed","qfeel25oct","30","97.20"
"732481","wc-completed","qfeel25oct","45","145.80"
"732477","wc-completed","qfeel25oct","37.5","121.50"
"732473","wc-cancelled","qfeel25oct","37.5","121.50"
"732464","wc-completed","qfeel25oct","30","97.20"
"732458","wc-completed","qfeel25oct","15","48.60"
"732344","wc-completed","Qfeel25oct","37.5","121.50"
"732256","wc-completed","Ambilet25","45","145.80"
"732203","wc-completed","qfeel25oct","25","81.00"
"732177","wc-completed","qfeel25oct","45","145.80"
"732158","wc-completed","qfeel25oct","15","48.60"
"732155","wc-completed","Ambilet25","30","97.20"
"732143","wc-cancelled","Qfeel25oct","15","48.60"
"732132","wc-completed","Qfeel25oct","25","81.00"
"732117","wc-completed","qfeel25oct","50","162.00"
"732098","wc-completed","qfeel25oct","60","194.40"
"732040","wc-completed","qfeel25oct","45","145.80"
"732032","wc-cancelled","qfeel25oct","15","48.60"
"731989","wc-completed","born2be50","100","112.50"
"731984","wc-completed","qfeel25oct","60","194.40"
"731980","wc-completed","qfeel25oct","45","145.80"
"731968","wc-completed","Born2be50","60","67.50"
"731918","wc-completed","QFEEL25OCT","25","81.00"
"731895","wc-completed","qfeel25oct","37.5","121.50"
"731888","wc-completed","qfeel25oct","30","97.20"
"731822","wc-completed","Qfeel25oct","40","129.70"
"731457","wc-completed","Qfeel25oct","10","32.50"
"731381","wc-completed","Qfeel25oct","60","194.40"
"731312","wc-completed","Qfeel25oct","45","145.80"
"731279","wc-cancelled","Qfeel25oct","45","145.80"
"731215","wc-completed","qfeel25oct","30","97.20"
"731200","wc-completed","qfeel25oct","30","97.20"
"731195","wc-cancelled","qfeel25oct","30","97.20"
"731160","wc-completed","Qfeel25oct","45","145.80"
"731143","wc-completed","QFEEL25OCT","45","145.80"
"731041","wc-completed","born2be50","440","495.00"
"730755","wc-completed","born2be50","20","22.50"
"730745","wc-completed","qfeel25oct","45","145.80"
"730722","wc-completed","qfeel25oct","60","194.40"
"730652","wc-completed","Qfeel25oct","30","97.20"
"730126","wc-completed","QFEEL25OCT","30","97.20"
"730108","wc-cancelled","QFEEL25OCT","30","97.20"
"730029","wc-completed","Qfeel25oct","30","97.20"
"729128","wc-completed","qfeel25oct","30","97.20"
"728981","wc-completed","qfeel25oct","15","48.60"
"728909","wc-completed","GATSBY10","73.5","698.25"
"728901","wc-completed","GATSBY10","98","931.00"
"728689","wc-completed","born2be50","40","45.00"
"728549","wc-completed","Born2be50","20","22.50"
"728264","wc-completed","Ambilet25","30","97.20"
"728214","wc-completed","qfeel25oct","60","194.40"
"728209","wc-cancelled","qfeel25oct","60","194.40"
"728189","wc-completed","qfeel25oct","30","97.20"
"728159","wc-completed","qfeel25oct","37.5","121.50"
"728148","wc-completed","qfeel25oct","20","65.00"
"728126","wc-completed","QFEEL25OCT","50","162.00"
"728109","wc-failed","QFEEL25OCT","50","162.00"
"728101","wc-cancelled","QFEEL25OCT","50","162.00"
"728096","wc-completed","qfeel25oct","40","130.00"
"728091","wc-cancelled","qfeel25oct","40","130.00"
"728078","wc-completed","qfeel25oct","25","81.00"
"728074","wc-completed","qfeel25oct","30","97.20"
"728070","wc-completed","qfeel25oct","30","97.50"
"728067","wc-completed","Qfeel25oct","20","65.00"
"728064","wc-cancelled","Qfeel25OCT","30","97.20"
"728055","wc-completed","qfeel25oct","25","81.00"
"728037","wc-completed","Qfeel25oct","45","145.80"
"728030","wc-cancelled","Qfeel25oct","30","97.50"
"728022","wc-completed","qfeel25oct","37.5","121.50"
"728018","wc-completed","qfeel25oct","37.5","121.50"
"727999","wc-completed","qfeel25oct","20","65.00"
"727996","wc-completed","Qfeel25oct","25","81.00"
"727989","wc-completed","qfeel25oct","37.5","121.50"
"727961","wc-cancelled","Qfeel25oct","37.5","121.50"
"727947","wc-cancelled","qfeel25oct","20","65.00"
"727934","wc-completed","Qfeel25oct","40","129.60"
"727923","wc-completed","qfeel25oct","87.5","283.50"
"727914","wc-failed","Qfeel25oct","37.5","121.50"
"727910","wc-completed","Qfeel25oct","45","145.80"
"727906","wc-completed","qfeel25oct","30","97.50"
"727890","wc-completed","qfeel25oct","37.5","121.50"
"727881","wc-cancelled","qfeel25oct","37.5","121.50"
"727861","wc-completed","Qfeel25oct","60","194.40"
"727830","wc-completed","qfeel25oct","15","48.60"
"727820","wc-completed","Qfeel25oct","25","81.00"
"727802","wc-completed","qfeel25oct","30","97.20"
"727612","wc-completed","qfeel25oct","30","97.20"
"727605","wc-completed","Qfeel25oct","37.5","121.50"
"727600","wc-completed","Qfeel25oct","50","162.00"
"727565","wc-completed","qfeel25oct","50","162.00"
"727556","wc-completed","qfeel25oct","30","97.20"
"727549","wc-completed","Qfeel25oct","60","194.40"
"727254","wc-completed","QFEEL25OCT","25","81.00"
"727252","wc-completed","Qfeel25oct","15","48.60"
"727249","wc-cancelled","qfeel25oct","30","97.20"
"727244","wc-completed","qfeel25oct","60","194.40"
"727235","wc-cancelled","Qfeel25oct","12.5","40.50"
"727230","wc-cancelled","qfeel25oct","60","194.40"
"727226","wc-completed","qfeel25oct","37.5","121.50"
"727222","wc-completed","qfeel25oct","37.5","121.50"
"727214","wc-completed","Qfeel25oct","75","243.00"
"727187","wc-cancelled","Qfeel25oct","25","81.00"
"727184","wc-cancelled","qfeel25oct","30","97.20"
"727161","wc-completed","qfeel25oct","37.5","121.50"
"727150","wc-completed","qfeel25oct","25","81.00"
"727133","wc-completed","qfeel25oct","45","145.80"
"727122","wc-completed","qfeel25oct","45","145.80"
"727107","wc-completed","qfeel25oct","75","243.00"
"727103","wc-completed","qfeel25oct","15","48.60"
"727099","wc-completed","qfeel25oct","37.5","121.50"
"727095","wc-completed","Qfeel25oct","45","145.80"
"727084","wc-completed","qfeel25oct","40","130.00"
"727082","wc-cancelled","qfeel25oct","15","48.60"
"727069","wc-completed","qfeel25oct","25","81.00"
"727066","wc-completed","QFEEL25OCT","25","81.00"
"727063","wc-completed","qfeel25oct","30","97.20"
"727043","wc-completed","qfeel25oct","60","194.40"
"727040","wc-completed","qfeel25oct","30","97.20"
"727036","wc-completed","qfeel25oct","37.5","121.50"
"727032","wc-completed","qfeel25oct","37.5","121.50"
"727029","wc-cancelled","qfeel25oct","30","97.20"
"727012","wc-completed","qfeel25oct","37.5","121.50"
"726996","wc-cancelled","qfeel25oct","30","97.20"
"726977","wc-completed","Qfeel25oct","45","145.80"
"726923","wc-completed","qfeel25oct","37.5","121.50"
"726901","wc-completed","qfeel25oct","30","97.20"
"726889","wc-completed","qfeel25oct","30","97.20"
"726885","wc-cancelled","qfeel25oct","37.5","121.50"
"726875","wc-completed","Qfeel25oct","25","81.00"
"726819","wc-completed","qfeel25oct","30","97.20"
"726801","wc-completed","qfeel25oct","30","97.20"
"726789","wc-completed","born2be50","60","67.50"
"726782","wc-completed","qfeel25oct","75","243.00"
"726776","wc-completed","qfeel25oct","37.5","121.50"
"726517","wc-completed","qfeel25oct","30","97.20"
"726487","wc-completed","qfeel25oct","30","97.20"
"726436","wc-completed","born2be50","100","112.50"
"726420","wc-completed","qfeel25oct","25","81.00"
"726329","wc-completed","qfeel25oct","60","195.00"
"726265","wc-completed","born2be50","460","517.50"
"726240","wc-completed","Ambilet25","30","97.20"
"726213","wc-cancelled","born2be50","460","517.50"
"726205","wc-completed","Qfeel25oct","37.5","121.50"
"726203","wc-completed","qfeel25oct","15","48.60"
"726201","wc-cancelled","qfeel25oct","15","48.60"
"726168","wc-completed","qfeel25oct","30","97.20"
"726152","wc-completed","qfeel25oct","37.5","121.50"
"726148","wc-completed","qfeel25oct","45","145.80"
"726145","wc-completed","qfeel25oct","25","81.00"
"726141","wc-completed","born2be50","60","67.50"
"726136","wc-completed","qfeel25oct","50","162.00"
"726097","wc-completed","qfeel25oct","37.5","121.50"
"726083","wc-completed","Ambilet25","37.5","121.50"
"726076","wc-completed","Qfeel25oct","50","162.00"
"726039","wc-completed","qfeel25oct","30","97.20"
"726025","wc-completed","qfeel25oct","30","97.20"
"725943","wc-completed","qfeel25oct","30","97.20"
"725919","wc-completed","qfeel25oct","30","97.20"
"725851","wc-completed","qfeel25oct","45","145.80"
"725797","wc-completed","AMBILET25","30","97.20"
"725782","wc-completed","Qfeel25oct","37.5","121.50"
"725779","wc-completed","Ambilet25","30","97.20"
"725770","wc-failed","Ambilet25","30","97.20"
"725604","wc-completed","Qfeel25oct","45","145.80"
"725601","wc-cancelled","Qfeel25oct","30","97.20"
"725592","wc-completed","qfeel25oct","25","81.00"
"725574","wc-completed","qfeel25oct","60","194.40"
"725530","wc-completed","qfeel25oct","60","194.40"
"725514","wc-completed","AMBILET20","28","120.40"
"725478","wc-completed","QFEEL25OCT","45","145.80"
"725307","wc-completed","AMBILET25","30","97.20"
"725271","wc-completed","qfeel25oct","40","130.00"
"725242","wc-completed","qfeel25oct","37.5","121.50"
"725112","wc-completed","qfeel25oct","37.5","121.50"
"724941","wc-completed","HSS10","24.5","232.75"
"724635","wc-completed","GREATGATSBY10","24.5","232.75"
"724355","wc-completed","GREATGATSBY10","49","465.50"
"724118","wc-completed","Qfeel25oct","60","194.40"
"724056","wc-failed","qfeel25oct","60","194.40"
"724037","wc-completed","Qfeel25oct","90","291.60"
"723816","wc-completed","qfeel25oct","30","97.20"
"723108","wc-completed","Qfeel25oct","30","97.20"
"722999","wc-completed","qfeel25oct","45","145.80"
"722935","wc-completed","qfeel25oct","50","162.00"
"722930","wc-cancelled","qfeel25oct","40","130.00"
"722900","wc-completed","qfeel25oct","30","97.20"
"722897","wc-completed","Qfeel25oct","30","97.20"
"722809","wc-completed","born2be50","80","90.00"
"722780","wc-cancelled","Ambilet20","42","180.60"
"722761","wc-completed","Qfeel25oct","30","97.20"
"722745","wc-completed","qfeel25oct","37.5","121.50"
"722611","wc-completed","qfeel25oct","60","194.40"
"722592","wc-cancelled","born2be50","80","90.00"
"722532","wc-completed","qfeel25oct","45","145.80"
"722499","wc-completed","born2be50","180","202.50"
"722475","wc-failed","qfeel25oct","40","130.00"
"722469","wc-completed","Qfeel25oct","45","145.80"
"721803","wc-completed","qfeel25oct","30","97.20"
"721607","wc-completed","qfeel25oct","37.5","121.50"
"721566","wc-completed","qfeel25oct","60","194.40"
"721546","wc-completed","qfeel25oct","30","97.20"
"721502","wc-completed","qfeel25oct","45","145.80"
"721483","wc-completed","qfeel25oct","30","97.20"
"721426","wc-completed","qfeel25oct","30","97.20"
"720090","wc-cancelled","gatsbyisback10","73.5","698.25"
"720060","wc-completed","gatsbyisback10","24.5","232.75"
"719988","wc-completed","25qfeel","50","162.00"
"719981","wc-completed","25qfeel","37.5","121.50"
"719968","wc-completed","25Qfeel","35","113.50"
"719962","wc-completed","25qfeel","20","65.00"
"719958","wc-failed","25Qfeel","35","113.50"
"719955","wc-completed","25qfeel","25","81.00"
"719949","wc-failed","25qfeel","20","65.00"
"719946","wc-completed","25qfeel","25","81.00"
"719941","wc-completed","25qfeel","60","194.40"
"719923","wc-cancelled","25qfeel","20","65.00"
"719919","wc-completed","25Qfeel","37.5","121.50"
"719908","wc-completed","25qfeel","37.5","121.50"
"719888","wc-completed","25qfeel","37.5","121.50"
"719883","wc-completed","25qfeel","12.5","40.50"
"719873","wc-completed","25qfeel","20","65.00"
"719870","wc-cancelled","25qfeel","20","65.00"
"719844","wc-completed","gatsbyisback10","24.5","232.75"
"719816","wc-completed","25qfeel","30","97.20"
"719813","wc-completed","25qfeel","20","65.00"
"719786","wc-completed","gatsbyisback10","49","465.50"
"719777","wc-completed","25qfeel","15","48.60"
"719774","wc-completed","25qfeel","10","32.50"
"719757","wc-completed","25Qfeel","60","194.40"
"719755","wc-cancelled","gatsbyisback10","24.5","232.75"
"719749","wc-failed","25qfeel","30","97.20"
"719746","wc-completed","25qfeel","20","65.00"
"719734","wc-completed","25qfeel","25","81.00"
"719726","wc-cancelled","25qfeel","25","81.00"
"719719","wc-completed","25qfeel","37.5","121.50"
"719696","wc-completed","25qfeel","30","97.20"
"719681","wc-completed","25qfeel","37.5","121.50"
"719674","wc-completed","25qfeel","45","145.80"
"719670","wc-cancelled","25qfeel","37.5","121.50"
"719667","wc-completed","25qfeel","25","81.00"
"719663","wc-completed","Gatsbyisback10","24.5","232.75"
"719655","wc-cancelled","25qfeel","75","243.00"
"719651","wc-completed","MARATON50","25","28.00"
"719641","wc-completed","25qfeel","12.5","40.50"
"719631","wc-completed","25qfeel","30","97.20"
"719625","wc-completed","25qfeel","75","243.00"
"719623","wc-completed","25qfeel","12.5","40.50"
"719616","wc-cancelled","25qfeel","60","194.40"
"719610","wc-completed","25qfeel","37.5","121.50"
"719593","wc-completed","25qfeel","25","81.00"
"719591","wc-completed","gatsbyisback10","24.5","232.75"
"719588","wc-cancelled","25qfeel","25","81.00"
"719579","wc-completed","25qfeel","100","324.00"
"719524","wc-completed","25qfeel","45","145.80"
"719514","wc-completed","gatsbyisback10","24.5","232.75"
"719503","wc-cancelled","25qfeel","30","97.20"
"719500","wc-completed","AMBILET25","25","81.00"
"719492","wc-cancelled","AMBILET25","25","81.00"
"719470","wc-completed","Maraton50","120","134.40"
"719465","wc-completed","25Qfeel","50","162.00"
"719364","wc-completed","AMBILET25","37.5","121.50"
"719356","wc-completed","25qfeel","45","145.80"
"719324","wc-completed","25qfeel","90","291.60"
"719318","wc-completed","25qfeel","25","81.00"
"719314","wc-completed","25qfeel","37.5","121.50"
"719294","wc-completed","25qfeel","12.5","40.50"
"719280","wc-completed","gatsbyisback10","49","465.50"
"719277","wc-completed","25qfeel","30","97.20"
"719268","wc-cancelled","25qfeel","20","65.00"
"719129","wc-completed","25qfeel","45","145.80"
"719100","wc-completed","25qfeel","25","81.00"
"719070","wc-completed","25qfeel","30","97.20"
"719044","wc-completed","25qfeel","60","194.40"
"718954","wc-completed","25qfeel","25","81.00"
"718938","wc-cancelled","25qfeel","25","81.00"
"718928","wc-completed","25qfeel","30","97.20"
"718911","wc-completed","MARATON50","50","56.00"
"718878","wc-completed","gatsbyisback10","49","465.50"
"718872","wc-completed","25qfeel","37.5","121.50"
"718863","wc-completed","gatsbyisback10","24.5","232.75"
"718798","wc-completed","25qfeel","45","145.80"
"718744","wc-completed","50qfeel","60","67.20"
"718735","wc-completed","gatsbyisback10","49","465.50"
"718732","wc-completed","gatsbyisback10","49","465.50"
"718726","wc-completed","gatsbyisback10","49","465.50"
"718723","wc-completed","gatsbyisback10","49","465.50"
"718712","wc-completed","25qfeel","50","162.00"
"718685","wc-completed","gatsbyisback10","24.5","232.75"
"718671","wc-completed","25qfeel","25","81.00"
"718669","wc-completed","gatsbyisback10","24.5","232.75"
"718652","wc-completed","gatsbyisback10","24.5","232.75"
"718638","wc-completed","25qfeel","25","81.00"
"718632","wc-completed","gatsbyisback10","49","465.50"
"718627","wc-completed","25qfeel","40","130.00"
"718625","wc-completed","gatsbyisback10","24.5","232.75"
"718623","wc-completed","gatsbyisback10","24.5","232.75"
"718618","wc-completed","gatsbyisback10","49","465.50"
"718587","wc-completed","25qfeel","30","97.20"
"718569","wc-completed","25qfeel","50","162.00"
"718522","wc-completed","25qfeel","45","145.80"
"718507","wc-completed","25qfeel","37.5","121.50"
"718461","wc-completed","25qfeel","37.5","121.50"
"718418","wc-cancelled","25qfeel","45","145.80"
"718391","wc-completed","25qfeel","75","243.00"
"718340","wc-completed","25qfeel","30","97.20"
"718317","wc-cancelled","25qfeel","45","145.80"
"718273","wc-completed","25qfeel","30","97.20"
"718196","wc-completed","25qfeel","45","145.80"
"718144","wc-completed","25qfeel","45","145.80"
"717987","wc-completed","25qfeel","45","145.80"
"717969","wc-completed","25qfeel","25","81.00"
"717953","wc-completed","25qfeel","150","486.00"
"717949","wc-completed","25qfeel","37.5","121.50"
"717915","wc-completed","25qfeel","30","97.20"
"717855","wc-completed","50qfeel","60","67.20"
"717784","wc-completed","50qfeel","60","67.20"
"717741","wc-completed","25qfeel","37.5","121.50"
"717738","wc-completed","25qfeel","30","97.20"
"717644","wc-completed","AMBILET25","50","162.50"
"717641","wc-completed","AMBILET25","30","97.20"
"717615","wc-completed","AMBILET25","87.5","283.50"
"717485","wc-completed","Maraton50","50","56.00"
"716627","wc-completed","INDART20","20","85.00"
"716520","wc-completed","Maraton50","100","112.00"
"716426","wc-completed","Maraton50","75","84.00"
"716375","wc-completed","INDART20","10","42.50"
"716351","wc-completed","MARATON50","120","134.40"
"716347","wc-completed","Maraton50","75","84.00"
"716311","wc-completed","MARATON50","40","45.00"
"716285","wc-completed","INDART20","40","170.00"
"716106","wc-completed","Maraton50","100","112.00"
"716082","wc-completed","Maraton50","300","336.00"
"715989","wc-completed","Maraton50","100","112.00"
"715981","wc-completed","MARATON50","80","90.00"
"715977","wc-completed","Indart20","10","42.50"
"715620","wc-completed","Maraton50","75","84.00"
"715544","wc-completed","Maraton50","120","134.40"
"715444","wc-completed","Maraton50","120","134.40"
"715410","wc-cancelled","Maraton50","75","84.00"
"715368","wc-completed","2Normal40%","40","108.40"
"715336","wc-completed","50QFEEL","60","67.20"
"715327","wc-completed","2Normal40%","40","108.40"
"715239","wc-completed","2Normal40%","20","54.20"
"715186","wc-completed","2normal40%","40","108.40"
"715013","wc-completed","INDART20","10","42.50"
"715011","wc-completed","INDART20","10","42.50"
"714997","wc-completed","INDART20","20","85.00"
"714717","wc-completed","2NORMAL40%","20","54.20"
"714482","wc-completed","2Normal40%","20","54.20"
"714458","wc-completed","2normal40%","20","54.20"
"714402","wc-completed","2Normal40%","20","54.20"
"714398","wc-cancelled","2Normal40%","20","54.20"
"714283","wc-completed","50QFEEL","60","67.20"
"714169","wc-completed","2Normal40%","40","108.40"
"714094","wc-completed","50QFEEL","90","100.80"
"713909","wc-cancelled","2NORMAL40%","20","54.20"
"713598","wc-completed","50QFEEL","120","134.40"
"713593","wc-completed","2NORMAL40%","40","108.40"
"713564","wc-completed","2NORMAL40%","40","108.40"
"713238","wc-completed","50Qfeel","90","100.80"
"713197","wc-completed","50QFEEL","90","100.80"
"713193","wc-completed","50qfeel","90","100.80"
"713188","wc-completed","50Qfeel","120","134.40"
"713155","wc-completed","MAFIA4","183.75","1102.50"
"713081","wc-completed","VSPG15","36.75","220.50"
"713074","wc-completed","MYSTERY15","36.75","220.50"
"712836","wc-completed","duosuspect","49","465.50"
"712318","wc-completed","DUOSUSPECT","49","465.50"
"710729","wc-completed","Qfeel14","180","201.60"
"710521","wc-completed","MAFIA4","67.5","1586.25"
"710488","wc-completed","QFEEL14","120","134.40"
"710298","wc-completed","Qfeel14","150","168.00"
"710210","wc-completed","qfeel14","125","140.00"
"710200","wc-completed","Vspg15","13.35","80.99"
"710170","wc-completed","VSPG15","13.35","80.99"
"710089","wc-completed","DIRTYxxx","82","172.40"
"709912","wc-completed","DIRTYxxx","41","86.20"
"709840","wc-completed","DIRTYxxx","82","172.40"
"709682","wc-completed","VSPG15","13.35","80.99"
"709199","wc-completed","VSPG15","13.35","80.99"
"708586","wc-completed","VSPG15","13.35","80.99"
"708430","wc-completed","VSPG15","13.35","80.99"
"708160","wc-completed","VSPG15","13.35","80.99"
"707470","wc-completed","Qfeel14","90","100.80"
"707462","wc-completed","Qfeel14","60","67.20"
"707344","wc-completed","Luceafarul","34","173.90"
"707310","wc-completed","Luceafarul","34","173.90"
"707284","wc-completed","Luceafarul","68","347.80"
"707279","wc-cancelled","Luceafarul","68","347.80"
"706165","wc-completed","Vspg15","13.35","80.99"
"705583","wc-completed","VSPG15","13.35","80.99"
"705577","wc-failed","vspg15","13.35","80.99"
"703650","wc-completed","Mystery15","73.5","441.00"
"702656","wc-completed","2#PR#5KS","200","419.50"
"701862","wc-completed","promo1kid","30","159.00"
"700133","wc-completed","Promo1Kid","35","185.50"
"700048","wc-completed","Promo1Kid","35","185.50"
"699657","wc-completed","Promo1kid","30","159.00"
"699504","wc-completed","2#PR#2KS","60","255.00"
"698998","wc-completed","Promo1kid","40","128.00"
"698778","wc-completed","Promo1Kid","35","185.50"
"698670","wc-completed","AIPAIN#431429","38","439.00"
"698205","wc-completed","Promo1kid","40","380.00"
"698167","wc-completed","Promo1Kid","30","159.00"
"697444","wc-completed","Promo1Kid","40","128.00"
"697432","wc-completed","Promo1Kid","40","128.00"
"697428","wc-completed","Promo1Kid","40","212.00"
"694616","wc-completed","Promo1kid","30","159.00"
"694446","wc-completed","Promo1Kid","35","259.00"
"693324","wc-completed","Promo1kid","35","185.50"
"692511","wc-completed","Promo1Kid","30","159.00"
"691928","wc-completed","promo1kid","35","185.50"
"690596","wc-completed","Promo1Kid","30","33.00"
"690585","wc-completed","2#PR#2KS","70","224.00"
"687650","wc-completed","promo1kid","35","553.00"
"687339","wc-completed","promo1kid","35","259.00"
"686712","wc-completed","wef2025#656718","220","326.00"
"686024","wc-completed","qfeel50","75","84.00"
"685985","wc-completed","qfeel25","25","81.00"
"685969","wc-completed","qfeel25","25","81.00"
"685958","wc-completed","qfeel25","25","81.00"
"685899","wc-completed","qfeel50","25","28.00"
"685832","wc-completed","qfeel25","25","81.00"
"685656","wc-completed","qfeel50","200","224.00"
"685636","wc-cancelled","qfeel50","200","224.00"
"685578","wc-completed","qfeel25","12.5","40.50"
"685314","wc-completed","qfeel25","50","162.00"
"685309","wc-cancelled","qfeel25","50","162.00"
"685137","wc-completed","qfeel25","12.5","40.50"
