"wp_order_id","order_status","coupon_codes","discount_amount","order_total"
"685064","wc-processing","cadou100","50","0.00"
"684854","wc-completed","qfeel25","25","81.00"
"684252","wc-completed","qfeel25","25","81.00"
"683949","wc-completed","qfeel50","50","56.00"
"683279","wc-refunded","qfeel50","40","45.00"
"683148","wc-cancelled","qfeel50","40","45.00"
"682778","wc-refunded","qfeel50","75","84.00"
"682524","wc-refunded","qfeel25","25","81.00"
"682496","wc-refunded","qfeel25","25","81.00"
"682464","wc-completed","qfeel25","12.5","40.50"
"681936","wc-completed","qfeel25","12.5","40.50"
"681917","wc-refunded","qfeel25","20","65.00"
"681914","wc-cancelled","qfeel25","20","65.00"
"681846","wc-completed","qfeel25","12.5","40.50"
"681833","wc-cancelled","qfeel25","12.5","40.50"
"681794","wc-completed","qfeel50","25","28.00"
"681766","wc-refunded","qfeel25","30","97.50"
"681764","wc-refunded","qfeel50","20","22.50"
"681693","wc-completed","qfeel25","12.5","40.50"
"681378","wc-refunded","qfeel50","40","45.00"
"681003","wc-completed","moto20","36","154.80"
"680963","wc-completed","moto20","36","154.80"
"680435","wc-completed","qfeel50","150","168.00"
"680076","wc-completed","qfeel25","40","130.00"
"678789","wc-processing","god100","780","0.00"
"678413","wc-processing","god100","1440","0.00"
"678402","wc-processing","god100","600","0.00"
"676569","wc-completed","flaviusgon","4.9","47.04"
"676300","wc-completed","qfeel50","50","56.00"
"676297","wc-completed","qfeel50","50","56.00"
"676272","wc-completed","qfeel50","75","84.00"
"676270","wc-completed","qfeel50","25","28.00"
"676265","wc-completed","qfeel50","100","112.00"
"676261","wc-failed","qfeel50","75","84.00"
"676243","wc-completed","qfeel25","25","81.00"
"676125","wc-completed","qfeel50","80","90.00"
"676076","wc-completed","qfeel50","100","112.00"
"676070","wc-completed","qfeel50","50","56.00"
"676067","wc-completed","qfeel50","40","45.00"
"676054","wc-cancelled","qfeel50","100","112.00"
"676050","wc-completed","qfeel50","45","51.00"
"676045","wc-completed","qfeel50","80","90.00"
"676042","wc-completed","qfeel50","30","34.00"
"676039","wc-completed","qfeel50","50","56.00"
"676001","wc-completed","qfeel25","37.5","121.50"
"675980","wc-completed","qfeel25","30","98.00"
"675953","wc-completed","qfeel25","37.5","121.50"
"675846","wc-completed","qfeel25","25","81.00"
"675831","wc-completed","qfeel25","22.5","73.50"
"675761","wc-completed","qfeel25","25","81.00"
"675737","wc-completed","ecotron30","30","76.00"
"675672","wc-completed","qfeel25","12.5","40.50"
"675624","wc-completed","ecotron30","45","114.00"
"675600","wc-completed","qfeel25","25","81.00"
"675573","wc-completed","qfeel25","25","81.00"
"675563","wc-completed","moto20","36","154.80"
"675490","wc-completed","qfeel25","25","81.00"
"675340","wc-completed","qfeel25","112.5","364.50"
"675297","wc-completed","qfeel25","25","81.00"
"675253","wc-completed","qfeel25","25","81.00"
"675218","wc-completed","qfeel25","30","97.50"
"675196","wc-completed","qfeel25","25","81.00"
"675142","wc-completed","qfeel25","25","81.00"
"674401","wc-completed","qfeel25","12.5","40.50"
"674267","wc-completed","promo10","14","134.40"
"674123","wc-completed","promo10","44","422.40"
"674106","wc-completed","promo10","22","211.20"
"674042","wc-completed","promo10","36","345.60"
"673640","wc-completed","promo10","14","134.40"
"673493","wc-cancelled","promo10","14","134.40"
"673261","wc-completed","promo10","18","172.80"
"673211","wc-completed","qfeel25","15","49.00"
"673144","wc-completed","qfeel25","30","97.50"
"673132","wc-completed","qfeel25","37.5","121.50"
"673034","wc-completed","promo10","36","345.60"
"672711","wc-completed","qfeel25","25","81.00"
"672708","wc-completed","qfeel25","25","81.00"
"672601","wc-completed","qfeel25","20","65.00"
"672412","wc-completed","qfeel50","50","56.00"
"672402","wc-completed","qfeel25","50","162.00"
"672384","wc-completed","qfeel50","75","84.00"
"671455","wc-completed","qfeel50","100","112.00"
"671270","wc-failed","qfeel25","25","81.00"
"671119","wc-completed","qfeel25","25","81.00"
"671095","wc-completed","qfeel25","30","97.50"
"670758","wc-completed","qfeel25","37.5","121.50"
"670238","wc-completed","qfeel25","25","81.00"
"669722","wc-completed","qfeel25","37.5","121.50"
"669668","wc-completed","qfeel25","25","81.00"
"668773","wc-processing","#mike12","240","0.00"
"668404","wc-processing","#mike12","120","0.00"
"667991","wc-processing","#mike12","600","0.00"
"667536","wc-completed","#mike12","1320","0.00"
"665826","wc-completed","qfeel25","37.5","121.50"
"665273","wc-completed","qfeel25","25","81.00"
"664934","wc-completed","qfeel50","60","67.50"
"664924","wc-completed","qfeel25","22.5","73.50"
"664908","wc-completed","qfeel50","40","45.00"
"664878","wc-completed","qfeel25","30","97.50"
"664863","wc-completed","qfeel50","75","85.00"
"664858","wc-cancelled","qfeel25","40","130.00"
"664842","wc-cancelled","qfeel50","75","85.00"
"664781","wc-cancelled","qfeel25","20","65.00"
"664757","wc-cancelled","qfeel50","40","45.00"
"664752","wc-cancelled","qfeel25","40","130.00"
"664733","wc-cancelled","qfeel50","40","45.00"
"664724","wc-cancelled","qfeel50","75","85.00"
"664703","wc-cancelled","qfeel50","75","85.00"
"664685","wc-cancelled","qfeel25","40","130.00"
"664615","wc-cancelled","qfeel25","15","49.00"
"664584","wc-completed","qfeel25","20","65.00"
"664485","wc-completed","qfeel25","50","162.00"
"664444","wc-cancelled","qfeel25","50","162.00"
"664374","wc-completed","qfeel25","75","243.00"
"664289","wc-completed","qfeel25","15","49.00"
"664283","wc-completed","qfeel25","37.5","121.50"
"664278","wc-completed","qfeel25","40","130.00"
"664247","wc-completed","qfeel25","25","81.00"
"664232","wc-completed","qfeel25","30","97.50"
"664198","wc-cancelled","qfeel25","30","97.50"
"664107","wc-completed","qfeel25","75","243.00"
"663894","wc-completed","qfeel25","87.5","283.50"
"663830","wc-completed","qfeel25","20","65.00"
"663736","wc-completed","qfeel25","25","81.00"
"663689","wc-completed","qfeel25","37.5","121.50"
"663581","wc-completed","qfeel25","30","97.50"
"663577","wc-completed","qfeel50","75","84.00"
"663517","wc-completed","qfeel25","50","162.00"
"663479","wc-completed","tonica20","57.8","245.65"
"663444","wc-completed","tonica20","115.6","491.30"
"663404","wc-completed","qfeel25","25","81.00"
"663398","wc-completed","qfeel50","75","84.00"
"663380","wc-completed","qfeel25","25","81.00"
"663366","wc-completed","tonica20","57.8","245.65"
"663356","wc-completed","qfeel25","25","81.00"
"663319","wc-completed","qfeel25","30","97.50"
"663112","wc-completed","qfeel25","75","243.00"
"663110","wc-completed","tonica20","57.8","245.65"
"662711","wc-completed","qfeel25","37.5","121.50"
"662590","wc-completed","qfeel25","37.5","121.50"
"662572","wc-completed","qfeel25","20","65.00"
"662331","wc-completed","qfeel25","37.5","121.50"
"661917","wc-completed","qfeel50","50","56.00"
"661757","wc-completed","qfeel25","30","97.50"
"661580","wc-completed","qfeel50","250","280.00"
"661473","wc-completed","qfeel25","30","97.50"
"661348","wc-completed","tonica20","97.8","415.65"
"661320","wc-refunded","qfeel25","20","65.00"
"661192","wc-refunded","qfeel25","30","97.50"
"661116","wc-completed","qfeel25","25","81.00"
"661083","wc-completed","qfeel25","37.5","121.50"
"661077","wc-failed","qfeel25","30","97.50"
"660738","wc-completed","qfeel25","25","81.00"
"660680","wc-completed","qfeel25","37.5","121.50"
"660627","wc-refunded","qfeel25","30","97.50"
"660551","wc-completed","tonica20","57.8","245.65"
"660541","wc-cancelled","tonica20","57.8","245.65"
"660531","wc-completed","qfeel25","20","65.00"
"660521","wc-completed","qfeel25","12.5","40.50"
"660511","wc-cancelled","qfeel25","12.5","40.50"
"660485","wc-completed","qfeel25","15","49.00"
"660340","wc-completed","qfeel25","37.5","121.50"
"660189","wc-completed","qfeel25","50","162.00"
"659788","wc-completed","qfeel25","15","49.00"
"659251","wc-completed","qfeel25","37.5","121.50"
"659197","wc-completed","tonica20","57.8","245.65"
"659153","wc-completed","qfeel25","50","162.00"
"659069","wc-completed","qfeel25","50","162.50"
"659039","wc-completed","qfeel25","37.5","121.50"
"658996","wc-completed","sezatoare25","25","28.00"
"658814","wc-completed","qfeel25","37.5","121.50"
"658570","wc-completed","tonica20","57.8","245.65"
"658503","wc-completed","sezatoare25","25","28.00"
"658400","wc-completed","qfeel25","7.5","24.50"
"658349","wc-completed","qfeel50","50","56.00"
"658338","wc-completed","qfeel25","15","49.00"
"658335","wc-completed","qfeel25","20","65.00"
"658321","wc-completed","qfeel25","12.5","40.50"
"658226","wc-completed","sezatoare25","25","28.00"
"658141","wc-cancelled","qfeel25","20","65.00"
"658130","wc-completed","qfeel25","40","130.00"
"658124","wc-completed","sezatoare25","25","28.00"
"658014","wc-completed","qfeel25","20","65.00"
"657871","wc-completed","qfeel25","10","32.50"
"657803","wc-completed","qfeel25","15","49.00"
"657797","wc-completed","qfeel25","25","81.00"
"657756","wc-completed","qfeel25","50","162.00"
"657662","wc-completed","qfeel25","20","65.00"
"657505","wc-completed","qfeel25","10","32.50"
"657419","wc-completed","qfeel25","30","97.50"
"657400","wc-completed","qfeel25","50","162.00"
"657318","wc-completed","qfeel25","40","130.00"
"656925","wc-cancelled","qfeel25","50","162.00"
"656818","wc-completed","qfeel25","50","162.00"
"656798","wc-completed","qfeel25","30","97.50"
"656790","wc-completed","qfeel25","25","81.00"
"656689","wc-completed","qfeel25","15","49.00"
"656672","wc-completed","qfeel25","37.5","121.50"
"656644","wc-completed","qfeel25","20","65.00"
"656525","wc-completed","qfeel25","30","97.50"
"656403","wc-completed","qfeel25","22.5","73.50"
"656352","wc-completed","qfeel25","75","243.00"
"656303","wc-completed","qfeel50","40","45.00"
"656253","wc-completed","god100","1800","0.00"
"656216","wc-completed","god100","1740","0.00"
"656188","wc-completed","god100","1620","0.00"
"656099","wc-completed","sezatoare25","25","28.00"
"656035","wc-completed","qfeel25","40","130.00"
"655954","wc-completed","god100","2220","0.00"
"655921","wc-completed","god100","1500","0.00"
"655893","wc-completed","god100","1500","0.00"
"655872","wc-completed","god100","1200","0.00"
"655846","wc-completed","qfeel25","30","97.20"
"655806","wc-completed","god100","1860","0.00"
"655762","wc-completed","god100","2400","0.00"
"655706","wc-completed","qfeel25","62.5","202.50"
"655700","wc-completed","qfeel25","20","65.00"
"655690","wc-completed","qfeel25","20","65.00"
"655649","wc-completed","god100","2160","0.00"
"655644","wc-completed","qfeel50","20","22.50"
"655630","wc-completed","qfeel25","37.5","121.50"
"655405","wc-completed","qfeel50","50","56.00"
"655387","wc-completed","qfeel50","120","135.00"
"655245","wc-completed","qfeel25","25","81.00"
"655241","wc-completed","qfeel25","30","97.50"
"655143","wc-completed","qfeel25","25","81.00"
"655109","wc-cancelled","qfeel25","25","81.00"
"655057","wc-completed","tonica20","57.8","245.65"
"655019","wc-completed","qfeel25","25","81.00"
"654977","wc-completed","qfeel25","20","65.00"
"654898","wc-completed","qfeel50","100","112.00"
"654882","wc-failed","qfeel50","100","112.00"
"654505","wc-completed","qfeel25","25","81.00"
"654433","wc-completed","qfeel25","40","131.10"
"654374","wc-completed","qfeel25","75","243.00"
"653882","wc-completed","tonica20","57.8","245.65"
"653828","wc-completed","qfeel25","62.5","202.50"
"653719","wc-completed","ipa50","175","196.00"
"653662","wc-completed","qfeel25","12.5","40.50"
"653555","wc-completed","tonica20","57.8","245.65"
"653430","wc-completed","tonica20","57.8","245.65"
"653222","wc-completed","qfeel25","15","49.00"
"653149","wc-completed","qfeel50","20","22.50"
"653138","wc-completed","qfeel50","50","56.00"
"653129","wc-completed","qfeel25","7.5","24.50"
"653123","wc-completed","qfeel25","20","65.00"
"653103","wc-cancelled","qfeel25","20","65.00"
"653058","wc-completed","qfeel25","25","81.00"
"653044","wc-completed","qfeel25","25","81.00"
"653029","wc-completed","qfeel25","30","97.50"
"653007","wc-completed","qfeel25","30","97.50"
"652987","wc-completed","qfeel50","25","28.00"
"652949","wc-completed","qfeel50","50","56.00"
"652933","wc-completed","qfeel50","25","28.00"
"652900","wc-completed","qfeel25","15","49.00"
"652810","wc-completed","qfeel25","12.5","40.50"
"652699","wc-failed","qfeel50","50","56.00"
"652611","wc-completed","qfeel25","25","81.00"
"652589","wc-completed","qfeel50","40","45.00"
"652548","wc-completed","qfeel50","75","84.00"
"652536","wc-completed","qfeel25","20","65.00"
"652470","wc-completed","qfeel25","37.5","121.50"
"652451","wc-completed","qfeel25","45","147.00"
"652380","wc-completed","tonica20","57.8","245.65"
"652342","wc-completed","qfeel50","50","56.00"
"652232","wc-completed","qfeel25","37.5","121.50"
"652163","wc-completed","qfeel25","10","32.50"
"652144","wc-completed","tonica20","57.8","245.65"
"652075","wc-completed","qfeel25","25","81.00"
"652054","wc-completed","qfeel25","25","81.00"
"651979","wc-completed","qfeel50","40","45.00"
"651947","wc-cancelled","qfeel25","15","49.00"
"651800","wc-completed","qfeel25","20","65.00"
"651728","wc-completed","qfeel50","75","84.00"
"651280","wc-completed","qfeel50","75","84.00"
"651258","wc-completed","tonica20","57.8","245.65"
"651251","wc-completed","tonica20","57.8","245.65"
"651244","wc-completed","qfeel50","75","84.00"
"651236","wc-cancelled","qfeel50","75","84.00"
"651186","wc-completed","qfeel25","25","81.00"
"651143","wc-completed","qfeel50","30","34.00"
"651122","wc-completed","qfeel50","50","56.00"
"651060","wc-completed","qfeel50","40","45.00"
"650638","wc-completed","qfeel50","100","112.00"
"649996","wc-completed","qfeel25","25","81.00"
"649669","wc-completed","qfeel25","62.5","202.50"
"649654","wc-completed","wvmg50","200","220.00"
"648999","wc-processing","ecotron100","1500","0.00"
"648965","wc-processing","ecotron100","1500","0.00"
"648932","wc-processing","ecotron100","1500","0.00"
"648896","wc-processing","ecotron100","1550","0.00"
"648853","wc-completed","qfeel25","37.5","121.50"
"648828","wc-completed","qfeel25","62.5","202.50"
"648787","wc-completed","qfeel25","50","162.00"
"648781","wc-completed","qfeel25","50","162.00"
"648776","wc-completed","qfeel25","25","81.00"
"648554","wc-completed","qfeel50","100","112.00"
"648342","wc-completed","wvmg50","90","99.00"
"648335","wc-failed","wvmg50","90","99.00"
"648174","wc-processing","#mike12","2295","0.00"
"648064","wc-completed","qfeel25","25","81.00"
"647809","wc-completed","qfeel25","15","49.00"
"647799","wc-cancelled","qfeel25","15","49.00"
"647791","wc-completed","qfeel50","100","112.00"
"647780","wc-completed","qfeel25","12.5","40.50"
"647776","wc-completed","qfeel25","12.5","40.50"
"647761","wc-completed","qfeel25","20","65.00"
"647750","wc-completed","qfeel50","75","84.00"
"647728","wc-completed","qfeel50","50","56.00"
"647725","wc-completed","qfeel50","50","56.00"
"647720","wc-completed","qfeel25","20","65.00"
"647536","wc-completed","qfeel50","40","45.00"
"647526","wc-completed","qfeel25","30","97.50"
"647524","wc-completed","qfeel25","10","32.50"
"647465","wc-completed","qfeel25","25","81.00"
"647436","wc-completed","qfeel25","52.5","171.50"
"647378","wc-completed","qfeel25","7.5","24.50"
"647348","wc-completed","qfeel25","50","162.00"
"647235","wc-completed","qfeel50","40","45.00"
"647230","wc-completed","qfeel25","40","130.00"
"647227","wc-cancelled","qfeel25","15","49.00"
"647218","wc-completed","qfeel25","50","162.00"
"647207","wc-completed","qfeel25","25","81.00"
"647190","wc-completed","qfeel25","25","81.00"
"647156","wc-completed","qfeel25","50","162.00"
"647068","wc-completed","qfeel25","25","81.00"
"647041","wc-completed","qfeel25","25","81.00"
"646933","wc-completed","qfeel25","37.5","121.50"
"646682","wc-completed","qfeel25","75","243.00"
"646671","wc-completed","qfeel50","50","56.00"
"646632","wc-cancelled","qfeel50","50","56.00"
"646540","wc-completed","qfeel50","50","56.00"
"646535","wc-failed","qfeel25","25","81.00"
"646502","wc-completed","ipa50","875","980.00"
"646459","wc-completed","qfeel25","25","81.00"
"646417","wc-completed","qfeel25","30","97.50"
"646411","wc-cancelled","qfeel25","30","97.50"
"646402","wc-completed","qfeel25","40","130.00"
"646235","wc-completed","qfeel25","25","81.00"
"645959","wc-completed","qfeel25","37.5","121.50"
"645939","wc-completed","qfeel25","62.5","202.50"
"645645","wc-completed","qfeel25","25","81.00"
"645551","wc-completed","qfeel25","37.5","121.50"
"645365","wc-completed","qfeel25","25","81.00"
"645362","wc-completed","qfeel25","25","81.00"
"645359","wc-completed","qfeel25","25","81.00"
"645314","wc-processing","ecotron100","50","0.00"
"644103","wc-completed","qfeel50","85","95.20"
"643933","wc-completed","qfeel50","85","95.20"
"641580","wc-completed","ipa50","250","280.00"
"641330","wc-completed","luminasipace","15","64.50"
"641274","wc-completed","luminasipace","30","129.00"
"641207","wc-completed","luminasipace","30","129.00"
"641199","wc-completed","luminasipace","75","322.50"
"641038","wc-completed","ipa50","350","392.00"
"640999","wc-completed","luminasipace","90","387.00"
"640890","wc-completed","luminasipace","30","129.00"
"640605","wc-completed","luminasipace","30","129.00"
"639889","wc-completed","qfeel50","25","28.00"
"639796","wc-completed","qfeel50","50","56.00"
"639754","wc-completed","qfeel50","25","28.00"
"639664","wc-completed","qfeel50","75","84.00"
"639592","wc-completed","qfeel50","25","28.00"
"639552","wc-completed","sezatoare25","50","56.00"
"639339","wc-completed","qfeel50","50","56.00"
"639329","wc-completed","ipa50","175","196.00"
"639196","wc-completed","qfeel50","50","56.00"
"638568","wc-completed","qfeel25","37.5","121.50"
"638545","wc-completed","qfeel50","40","45.00"
"638522","wc-completed","qfeel50","20","22.50"
"638509","wc-completed","qfeel25","37.5","121.50"
"638497","wc-failed","qfeel25","37.5","121.50"
"638494","wc-completed","qfeel25","25","81.00"
"638484","wc-failed","qfeel25","25","81.00"
"638398","wc-completed","qfeel50","60","67.50"
"638300","wc-completed","qfeel25","15","49.00"
"638247","wc-completed","qfeel50","40","45.00"
"638212","wc-completed","qfeel25","10","32.50"
"638191","wc-failed","qfeel25","10","32.50"
"637825","wc-completed","qfeel50","100","112.50"
"637787","wc-failed","qfeel25","20","65.00"
"637750","wc-completed","qfeel25","37.5","121.50"
"637741","wc-completed","qfeel50","100","112.00"
"637699","wc-completed","qfeel50","40","45.00"
"637693","wc-failed","qfeel50","40","45.00"
"637677","wc-completed","qfeel50","30","34.00"
"637633","wc-completed","qfeel25","22.5","73.50"
"637601","wc-completed","qfeel50","40","45.00"
"637565","wc-completed","qfeel50","40","45.00"
"637545","wc-completed","qfeel25","30","97.50"
"637433","wc-completed","qfeel50","40","45.00"
"637404","wc-completed","qfeel50","60","67.50"
"637396","wc-completed","qfeel25","30","97.50"
"637271","wc-completed","qfeel50","100","112.50"
"637216","wc-completed","qfeel25","20","65.00"
"637153","wc-completed","qfeel50","30","34.00"
"637148","wc-completed","qfeel50","60","68.00"
"637136","wc-completed","qfeel50","50","56.00"
"637095","wc-completed","qfeel50","60","67.50"
"637080","wc-completed","qfeel50","20","22.50"
"637075","wc-completed","qfeel50","30","33.60"
"637065","wc-completed","qfeel50","90","100.80"
"637049","wc-failed","qfeel50","90","100.80"
"637040","wc-completed","qfeel50","40","45.00"
"637026","wc-completed","qfeel50","60","67.50"
"637001","wc-completed","qfeel50","75","84.00"
"636941","wc-completed","qfeel50","60","67.50"
"636909","wc-completed","qfeel50","60","67.50"
"636873","wc-completed","qfeel50","40","45.00"
"636829","wc-completed","qfeel50","60","67.50"
"636669","wc-completed","qfeel50","75","84.00"
"636585","wc-completed","qfeel25","62.5","202.50"
"636538","wc-completed","qfeel25","37.5","121.50"
"636521","wc-completed","qfeel50","50","56.00"
"636507","wc-completed","qfeel25","30","97.50"
"636487","wc-failed","qfeel25","30","97.50"
"636448","wc-completed","qfeel25","37.5","121.50"
"636420","wc-completed","qfeel50","50","56.00"
"636320","wc-completed","qfeel25","30","97.50"
"636317","wc-completed","qfeel50","50","56.00"
"636284","wc-completed","qfeel50","100","112.50"
"636191","wc-completed","qfeel25","25","81.00"
"636060","wc-completed","qfeel50","100","112.00"
"636026","wc-completed","qfeel25","50","162.00"
"635952","wc-completed","qfeel50","60","67.50"
"635940","wc-cancelled","qfeel50","60","67.50"
"635920","wc-completed","qfeel50","50","56.00"
"635607","wc-completed","qfeel50","50","56.00"
"635440","wc-completed","qfeel25","20","65.00"
"635401","wc-completed","qfeel50","50","56.00"
"635178","wc-completed","qfeel25","30","97.50"
"635166","wc-completed","qfeel50","40","45.00"
"635123","wc-completed","qfeel25","37.5","121.50"
"635065","wc-completed","qfeel25","25","81.00"
"635005","wc-failed","qfeel50","125","140.00"
"634993","wc-completed","qfeel25","40","130.00"
"634917","wc-completed","qfeel50","100","112.00"
"634862","wc-completed","qfeel25","50","162.00"
"634757","wc-completed","qfeel25","12.5","40.50"
"634723","wc-completed","qfeel25","37.5","121.50"
"634697","wc-completed","qfeel50","75","84.00"
"634688","wc-completed","qfeel25","25","81.00"
"634647","wc-completed","qfeel50","100","112.00"
"634639","wc-completed","qfeel25","22.5","73.50"
"634605","wc-completed","qfeel25","37.5","121.50"
"634537","wc-completed","qfeel25","25","81.00"
"634471","wc-completed","qfeel50","90","100.80"
"634439","wc-completed","qfeel25","37.5","121.50"
"634382","wc-completed","qfeel50","120","134.40"
"634368","wc-completed","qfeel50","100","112.00"
"634322","wc-completed","qfeel50","25","28.00"
"634320","wc-cancelled","qfeel50","25","28.00"
"634254","wc-completed","qfeel50","40","45.00"
"634242","wc-completed","qfeel25","25","81.00"
"634232","wc-completed","qfeel50","75","84.00"
"634212","wc-completed","qfeel50","85","95.20"
"634194","wc-completed","qfeel50","75","84.00"
"634125","wc-completed","qfeel25","37.5","121.50"
"634099","wc-completed","qfeel50","170","190.40"
"633853","wc-completed","qfeel25","20","65.00"
"633850","wc-completed","qfeel25","25","81.00"
"633812","wc-completed","qfeel25","37.5","121.50"
"633649","wc-completed","qfeel50","75","84.00"
"633366","wc-completed","qfeel50","125","140.00"
"632385","wc-completed","qfeel25","30","98.00"
"632382","wc-completed","qfeel25","15","49.00"
"632369","wc-failed","qfeel25","15","49.00"
"632346","wc-completed","qfeel25","15","49.00"
"632247","wc-completed","qfeel25","7.5","24.50"
"632126","wc-completed","qfeel25","20","65.00"
"632111","wc-completed","qfeel50","60","67.50"
"632104","wc-completed","qfeel25","20","65.00"
"632065","wc-completed","qfeel50","50","56.00"
"631963","wc-completed","qfeel50","40","45.00"
"631956","wc-failed","qfeel50","20","22.50"
"631952","wc-completed","qfeel50","60","67.50"
"631923","wc-completed","qfeel50","50","56.00"
"631906","wc-completed","qfeel50","25","28.00"
"631847","wc-cancelled","qfeel50","25","28.00"
"631626","wc-completed","qfeel50","75","84.00"
"631445","wc-completed","qfeel50","75","84.00"
"631406","wc-completed","qfeel25","30","97.50"
"631387","wc-completed","qfeel25","20","65.00"
"631302","wc-completed","qfeel50","50","56.00"
"631288","wc-completed","qfeel50","80","90.00"
"631254","wc-cancelled","qfeel50","75","84.00"
"631150","wc-completed","qfeel50","40","45.00"
"631050","wc-completed","qfeel50","60","67.50"
"630996","wc-cancelled","qfeel50","40","45.00"
"630932","wc-completed","qfeel25","40","130.00"
"630909","wc-completed","qfeel50","50","56.00"
"630844","wc-completed","qfeel25","60","195.00"
"630834","wc-cancelled","qfeel25","30","97.50"
"630694","wc-completed","qfeel50","75","84.00"
"630179","wc-completed","ipa50","175","196.00"
"630176","wc-failed","ipa50","175","196.00"
"630172","wc-completed","qfeel50","25","28.00"
"630081","wc-completed","qfeel25","87.5","283.50"
"629995","wc-completed","qfeel50","25","28.00"
"629923","wc-completed","qfeel50","180","202.50"
"629908","wc-completed","qfeel50","50","56.00"
"629871","wc-completed","qfeel50","75","84.00"
"629521","wc-completed","qfeel50","50","56.00"
"629420","wc-completed","qfeel50","75","84.00"
"629343","wc-completed","qfeel50","125","140.00"
"629230","wc-cancelled","qfeel50","100","112.50"
"629179","wc-completed","qfeel50","50","56.00"
"629091","wc-completed","qfeel50","50","56.00"
"629028","wc-completed","qfeel50","100","112.00"
"629008","wc-completed","qfeel50","100","112.00"
"628986","wc-completed","qfeel50","150","168.00"
"628898","wc-completed","qfeel50","100","112.00"
"628825","wc-completed","qfeel25","25","81.00"
"628397","wc-completed","qfeel25","62.5","202.50"
"628230","wc-completed","qfeel25","25","81.00"
"628177","wc-completed","qfeel25","32.5","105.50"
"628161","wc-completed","qfeel50","50","56.00"
"628017","wc-completed","qfeel25","62.5","202.50"
"627903","wc-completed","qfeel50","150","168.00"
"627691","wc-completed","qfeel50","50","56.00"
"627519","wc-completed","ipa50","175","196.00"
"627217","wc-completed","qfeel50","75","84.00"
"627147","wc-completed","qfeel50","50","56.00"
"627101","wc-completed","ipa50","350","392.00"
"627059","wc-completed","123#qfeel","20","22.50"
"627018","wc-completed","123#qfeel","20","22.50"
"626956","wc-completed","123#qfeel","40","45.00"
"626943","wc-failed","123#qfeel","40","45.00"
"626823","wc-completed","qfeel50","40","45.00"
"626744","wc-completed","qfeel50","60","67.50"
"626741","wc-completed","qfeel50","40","45.00"
"626607","wc-completed","123#qfeel","40","45.00"
"626586","wc-completed","qfeel50","75","84.00"
"626584","wc-completed","qfeel50","25","28.00"
"626553","wc-completed","qfeel50","80","90.00"
"626537","wc-failed","qfeel50","80","90.00"
"626529","wc-completed","qfeel50","60","67.50"
"626492","wc-completed","qfeel25","30","97.50"
"626468","wc-completed","123#qfeel","60","67.50"
"626417","wc-completed","123#qfeel","40","45.00"
"626411","wc-completed","qfeel50","40","45.00"
"626394","wc-cancelled","qfeel50","25","28.00"
"626343","wc-completed","qfeel50","40","45.00"
"626325","wc-completed","qfeel50","80","90.00"
"626311","wc-completed","qfeel25","20","65.00"
"626208","wc-completed","qfeel50","50","56.00"
"626014","wc-completed","qfeel50","80","90.00"
"625960","wc-completed","qfeel50","40","45.00"
"625945","wc-completed","qfeel50","50","56.00"
"625941","wc-completed","123#qfeel","40","45.00"
"625813","wc-completed","qfeel50","40","45.00"
"625734","wc-completed","qfeel25","15","49.00"
"625168","wc-completed","qfeel25","37.5","121.50"
"625158","wc-completed","qfeel50","60","67.50"
"624925","wc-completed","qfeel50","85","95.20"
"624914","wc-completed","qfeel50","40","45.00"
"624865","wc-completed","qfeel50","100","112.50"
"624833","wc-completed","qfeel50","40","45.00"
"624727","wc-completed","qfeel25","25","81.00"
"624568","wc-completed","qfeel50","60","67.50"
"624377","wc-completed","qfeel50","40","45.00"
"624175","wc-completed","qfeel25","75","243.00"
"624163","wc-completed","qfeel25","25","81.00"
"624040","wc-completed","qfeel50","50","56.00"
"623997","wc-completed","qfeel50","100","112.00"
"623950","wc-completed","qfeel25","25","81.00"
"623918","wc-completed","qfeel25","75","243.00"
"623735","wc-completed","ipa50","175","196.00"
"623721","wc-completed","qfeel50","100","112.00"
"623647","wc-completed","qfeel25","10","85.50"
"623628","wc-completed","ipa50","175","196.00"
"623622","wc-completed","ipa50","350","392.00"
"623181","wc-completed","123#qfeel","80","90.00"
"623132","wc-completed","qfeel50","75","84.00"
"623096","wc-completed","hamlet50","37.5","42.00"
"622841","wc-completed","qfeel50","40","45.00"
"622576","wc-completed","qfeel50","50","56.00"
"622401","wc-completed","123wvmg!@#","2320","0.00"
"622390","wc-completed","qfeel50","100","112.00"
"622350","wc-completed","123wvmg!@#","1500","0.00"
"622308","wc-completed","123wvmg!@#","1320","0.00"
"622204","wc-completed","qfeel50","125","140.00"
"622028","wc-completed","qfeel50","40","45.00"
"622007","wc-completed","qfeel50","75","84.00"
"621684","wc-completed","qfeel50","80","90.00"
"621419","wc-completed","qfeel50","20","22.50"
"621381","wc-completed","qfeel50","50","56.00"
"621366","wc-completed","qfeel50","50","56.00"
"621363","wc-completed","qfeel50","50","56.00"
"621335","wc-completed","qfeel25","12.5","40.50"
"621199","wc-completed","qfeel50","25","28.00"
"621135","wc-completed","qfeel50","75","84.00"
"621076","wc-completed","qfeel50","50","56.00"
"621048","wc-completed","qfeel50","50","56.00"
"620999","wc-completed","qfeel50","125","140.00"
"620991","wc-failed","qfeel50","125","140.00"
"620977","wc-completed","qfeel50","50","56.00"
