nume,nume_en,slug,subtitlu,descriere,oras,judet,tip,adresa,latitudine,longitudine,meta_title,meta_description,cuvinte_cheie,imagine_principala,galerie_foto,imagine_credit,cod_lmi
"Palatul Comunal, Buzău, Str. Unirii 163",,palatul-comunal-buzau-str-unirii-163-buzau,,,Buzău,Buzău,cladire-istorica,"Str. Unirii 163",45.15361,26.82083,,,,https://thumb.wikimedia.org/wikipedia/commons/thumb/f/f1/RO_BZ_Palat_Comunal_frontal_straight_cloudy.jpg/1280px-RO_BZ_Palat_Comunal_frontal_straight_cloudy.jpg,,"{""author"":""Andrei Stroe"",""license"":""CC BY 3.0"",""license_url"":""https://creativecommons.org/licenses/by/3.0"",""source"":""https://commons.wikimedia.org/wiki/File:RO_BZ_Palat_Comunal_frontal_straight_cloudy.jpg""}",BZ-II-m-A-02323
"Școala generală nr. 1, Bd. Bălcescu Nicolae 28",,scoala-generala-nr-1-bd-balcescu-nicolae-28-buzau,,,Buzău,Buzău,cladire-istorica,"Bd. Bălcescu Nicolae 28",45.151878,26.814505,,,,,,,BZ-II-m-B-02316
"Liceul Pedagogic „Spiru Haret”",,liceul-pedagogic-spiru-haret-buzau,,,Buzău,Buzău,cladire-istorica,"Str. Haret Spiru 6",45.148761,26.810042,,,,,,,BZ-II-m-B-02333
"Colegiul Național „Mihai Eminescu”",,colegiul-national-mihai-eminescu-buzau,,,Buzău,Buzău,cladire-istorica,"Str. Independenței 22",45.149933,26.819172,,,,,,,BZ-II-m-B-02334
"Clădiri anexe, În incinta Ansamblului conacului Marghiloman, str. Plantelor nr. 8A",,cladiri-anexe-in-incinta-ansamblului-conacului-marghiloman-str-plantelor-nr-8a-buzau,,,Buzău,Buzău,cladire-istorica,"În incinta Ansamblului conacului Marghiloman, str. Plantelor nr. 8A",45.146755,26.843441,,,,,,,BZ-II-m-B-02347.02
"Biserica „Sf. Îngeri” din Buzău",,biserica-sf-ingeri-din-buzau-buzau,,,Buzău,Buzău,cladire-istorica,"Str. Ostrovului 10",45.151886,26.819215,,,,https://thumb.wikimedia.org/wikipedia/commons/thumb/f/fb/RO_BZ_Sf_Ingeri.jpg/1280px-RO_BZ_Sf_Ingeri.jpg,,"{""author"":""Andrei Stroe"",""license"":""CC BY-SA 3.0"",""license_url"":""https://creativecommons.org/licenses/by-sa/3.0"",""source"":""https://commons.wikimedia.org/wiki/File:RO_BZ_Sf_Ingeri.jpg""}",BZ-II-m-B-20459
"Crucea conacului Marghiloman",,crucea-conacului-marghiloman-buzau,,,Buzău,Buzău,monument,,45.1573780556,26.8621730556,,,,,,,BZ-IV-m-B-02511
"Casa Ana și Marinache Popescu, azi DJCCPCN",,casa-ana-si-marinache-popescu-azi-djccpcn-calarasi,,,Călărași,Călărași,cladire-istorica,"Str. 13 Decembrie 9A",44.1924,27.3334,,,,,,,CL-II-m-B-14596
"Casă, fosta Administrație Financiară Municipală",,casa-fosta-administratie-financiara-municipala-calarasi,,,Călărași,Călărași,cladire-istorica,"Str. 13 Decembrie 16",44.192678,27.333645,,,,,,,CL-II-m-B-14599
"Casă, Str. Berzei 11",,casa-str-berzei-11-calarasi,,,Călărași,Călărași,cladire-istorica,"Str. Berzei 11",44.197571,27.333172,,,,,,,CL-II-m-B-14605
"Casă, Str. București 181",,casa-str-bucuresti-181-calarasi,,,Călărași,Călărași,cladire-istorica,"Str. București 181",44.1918,27.3345,,,,,,,CL-II-m-B-14612
"Casa Constantin Tican, Str. București 185",,casa-constantin-tican-str-bucuresti-185-calarasi,,,Călărași,Călărași,cladire-istorica,"Str. București 185",44.1914,27.3346,,,,,,,CL-II-m-B-14613
"Casă, Str. București 213",,casa-str-bucuresti-213-calarasi,,,Călărași,Călărași,cladire-istorica,"Str. București 213",44.1904,27.3382,,,,,,,CL-II-m-B-14615
"Casă, Str. București 223",,casa-str-bucuresti-223-calarasi,,,Călărași,Călărași,cladire-istorica,"Str. București 223",44.1903,27.3386,,,,,,,CL-II-m-B-14617
"Casa Dumitru Bâzu, Str. Eroilor 38",,casa-dumitru-bazu-str-eroilor-38-calarasi,,,Călărași,Călărași,cladire-istorica,"Str. Eroilor 38",44.198697,27.331972,,,,,,,CL-II-m-B-14621
"Casă, Bd. Gării 2",,casa-bd-garii-2-calarasi,,,Călărași,Călărași,cladire-istorica,"Bd. Gării 2",44.19673,27.334555,,,,,,,CL-II-m-B-14623
"Casă, Str. Independenței 62",,casa-str-independentei-62-calarasi,,,Călărași,Călărași,cladire-istorica,"Str. Independenței 62",44.1886,27.3379,,,,,,,CL-II-m-B-14653
"Biserica „Sf. Împărați Constantin și Elena” - Volna",,biserica-sf-imparati-constantin-si-elena-volna-calarasi,,,Călărași,Călărași,biserica-manastire,"Str. Eroilor 12",44.194559,27.328472,,,,,,,CL-II-m-B-14620
"Biserica Creștină După Evanghelie",,biserica-crestina-dupa-evanghelie-calarasi,,,Călărași,Călărași,biserica-manastire,"Str. Grivița 52",44.195641,27.32747,,,,,,,CL-II-m-B-14637
"Casa Demetriad, azi Biblioteca Județeană",,casa-demetriad-azi-biblioteca-judeteana-calarasi,,,Călărași,Călărași,cladire-istorica,"Str. București 102",44.194504,27.32771,,,,https://thumb.wikimedia.org/wikipedia/commons/thumb/4/48/Biblioteca_jude%C8%9Bean%C4%83_%281%29.JPG/1280px-Biblioteca_jude%C8%9Bean%C4%83_%281%29.JPG,,"{""author"":""Alstyle"",""license"":""CC BY-SA 3.0 ro"",""license_url"":""https://creativecommons.org/licenses/by-sa/3.0/ro/deed.en"",""source"":""https://commons.wikimedia.org/wiki/File:Biblioteca_județeană_(1).JPG""}",CL-II-m-B-14606
"Casa Deculescu, Str. București 219",,casa-deculescu-str-bucuresti-219-calarasi,,,Călărași,Călărași,cladire-istorica,"Str. București 219",44.1901,27.339,,,,https://thumb.wikimedia.org/wikipedia/commons/thumb/3/36/Casa_Deculescu.jpg/1280px-Casa_Deculescu.jpg,,"{""author"":""Serban Scrieciu"",""license"":""CC BY-SA 3.0 ro"",""license_url"":""https://creativecommons.org/licenses/by-sa/3.0/ro/deed.en"",""source"":""https://commons.wikimedia.org/wiki/File:Casa_Deculescu.jpg""}",CL-II-m-B-14616
"Casă, Str. Heliade-Rădulescu Ion 7",,casa-str-heliade-radulescu-ion-7-calarasi,,,Călărași,Călărași,cladire-istorica,"Str. Heliade-Rădulescu Ion 7",44.1911,27.3356,,,,,,,CL-II-m-B-14644
"Moară, Str. București 315",,moara-str-bucuresti-315-calarasi,,,Călărași,Călărași,cladire-istorica,"Str. București 315",44.1886,27.3462,,,,,,,CL-II-m-B-14619
"Parchetul de pe lângă Judecătoria Călărași",,parchetul-de-pe-langa-judecatoria-calarasi-calarasi,,,Călărași,Călărași,castel-palat,"Str. Grivița 86",44.195641,27.32747,,,,,,,CL-II-m-B-14639
"Arhivele Statului, Str. Pompierilor 1",,arhivele-statului-str-pompierilor-1-calarasi,,,Călărași,Călărași,cladire-istorica,"Str. Pompierilor 1",44.192458915496,27.328781679428,,,,https://thumb.wikimedia.org/wikipedia/commons/thumb/9/9f/Cazarma_Pompierilor_C%C4%83l%C4%83ra%C8%99i.JPG/1280px-Cazarma_Pompierilor_C%C4%83l%C4%83ra%C8%99i.JPG,,"{""author"":""Alstyle"",""license"":""CC BY-SA 3.0 ro"",""license_url"":""https://creativecommons.org/licenses/by-sa/3.0/ro/deed.en"",""source"":""https://commons.wikimedia.org/wiki/File:Cazarma_Pompierilor_Călărași.JPG""}",CL-II-m-A-14657
"Prefectura Județului Călărași",,prefectura-judetului-calarasi-calarasi,,,Călărași,Călărași,cladire-istorica,"Str. Sloboziei 9-11",44.19197,27.330674,,,,https://upload.wikimedia.org/wikipedia/commons/e/e1/RO_CL_Calarasi_prefectura.jpg,,"{""author"":""Infinitty at Romanian Wikipedia"",""license"":""Public domain"",""license_url"":"""",""source"":""https://commons.wikimedia.org/wiki/File:RO_CL_Calarasi_prefectura.jpg""}",CL-II-m-A-14665
"Liceul „Știrbei Vodă”, în prezent Gimnaziul CAROL I",,liceul-stirbei-voda-in-prezent-gimnaziul-carol-i-calarasi,,,Călărași,Călărași,cladire-istorica,"Str. București 159",44.192924,27.332869,,,,,,,CL-II-m-A-14608
"Primăria veche din Călărași",,primaria-veche-din-calarasi-calarasi,,,Călărași,Călărași,cladire-istorica,"Str. 1 Decembrie 1918 3-5",44.190231,27.334649,,,,https://upload.wikimedia.org/wikipedia/commons/8/80/Primaria_Calarasi.jpg,,"{""author"":""Infinitty at Romanian Wikipedia"",""license"":""Public domain"",""license_url"":"""",""source"":""https://commons.wikimedia.org/wiki/File:Primaria_Calarasi.jpg""}",CL-II-m-A-14593
"Casa Avramide, azi Muzeul de Științele Naturii",,casa-avramide-azi-muzeul-de-stiintele-naturii-tulcea,,,Tulcea,Tulcea,cladire-istorica,"Str. Progresului 32",45.180104,28.805754,,,,,,,TL-II-m-A-05994
"Fostul Palat al Pașei de la Tulcea",,fostul-palat-al-pasei-de-la-tulcea-tulcea,,,Tulcea,Tulcea,castel-palat,"Str. Antipa Grigore 2",45.180122,28.805001,,,,https://upload.wikimedia.org/wikipedia/commons/9/94/Palatul_Pasei_de_Tulcea_-_Muzeul_de_Arta.jpg,,"{""author"":""Unknown author. The image was uploaded by Musichistory2009."",""license"":""Public domain"",""license_url"":"""",""source"":""https://commons.wikimedia.org/wiki/File:Palatul_Pasei_de_Tulcea_-_Muzeul_de_Arta.jpg""}",TL-II-m-A-05973
"Fostul sediu al Administrației Pescăriei Statului",,fostul-sediu-al-administratiei-pescariei-statului-tulcea,,,Tulcea,Tulcea,castel-palat,"Piața Republicii 2",45.17959,28.80497,,,,https://thumb.wikimedia.org/wikipedia/commons/thumb/e/e0/Tulcea2008k.jpg/1280px-Tulcea2008k.jpg,,"{""author"":""Ben Skála, Benfoto"",""license"":""CC BY-SA 4.0"",""license_url"":""https://creativecommons.org/licenses/by-sa/4.0"",""source"":""https://commons.wikimedia.org/wiki/File:Tulcea2008k.jpg""}",TL-II-m-B-05996
"Biserica ortodoxă „Sf. Gheorghe”, numită și „Biserica Bulgărească”, „Biserica cu ceas”",,biserica-ortodoxa-sf-gheorghe-numita-si-biserica-bulgareasca-biserica-cu-ceas-tulcea,,,Tulcea,Tulcea,biserica-manastire,"Str. Păcii 11",45.17543,28.80579,,,,https://thumb.wikimedia.org/wikipedia/commons/thumb/9/98/Tulcha_the_bulgarian_church.jpg/1280px-Tulcha_the_bulgarian_church.jpg,,"{""author"":""Mpb eu"",""license"":""CC BY-SA 3.0"",""license_url"":""https://creativecommons.org/licenses/by-sa/3.0"",""source"":""https://commons.wikimedia.org/wiki/File:Tulcha_the_bulgarian_church.jpg""}",TL-II-m-B-05988
"Moscheea Azizyie, Str. Independenței 2",,moscheea-azizyie-str-independentei-2-tulcea,,,Tulcea,Tulcea,biserica-manastire,"Str. Independenței 2",45.1815077,28.8066844,,,,https://upload.wikimedia.org/wikipedia/commons/7/7d/Geamia_Azizyie_-_vedere_de_pe_Dunare.jpg,,"{""author"":""Dora Domsa"",""license"":""CC BY-SA 3.0 ro"",""license_url"":""https://creativecommons.org/licenses/by-sa/3.0/ro/deed.en"",""source"":""https://commons.wikimedia.org/wiki/File:Geamia_Azizyie_-_vedere_de_pe_Dunare.jpg""}",TL-II-m-A-05984
"Monumentul Independenței din Tulcea",,monumentul-independentei-din-tulcea-tulcea,,,Tulcea,Tulcea,monument,,45.18675,28.81484,,,,https://upload.wikimedia.org/wikipedia/commons/c/c4/Independence_Monument_%2837959358165%29.jpg,,"{""author"":""David Stanley from Nanaimo, Canada"",""license"":""CC BY 2.0"",""license_url"":""https://creativecommons.org/licenses/by/2.0"",""source"":""https://commons.wikimedia.org/wiki/File:Independence_Monument_(37959358165).jpg""}",TL-III-m-A-06040
"Fostul sediu al Muzeului de Etnografie și Artă Populară",,fostul-sediu-al-muzeului-de-etnografie-si-arta-populara-tulcea,,,Tulcea,Tulcea,muzeu,"Str. 9 Mai 4",45.179523,28.805883,,,,,,,TL-II-m-B-05972
"Catedrala ortodoxă „Sf. Nicolae”",,catedrala-ortodoxa-sf-nicolae-tulcea,,,Tulcea,Tulcea,cladire-istorica,"Str. Progresului 37",45.1769,28.802,,,,https://thumb.wikimedia.org/wikipedia/commons/thumb/9/97/Tulcea_-_Bulgarian_Exarchate_Cathedral.jpg/1280px-Tulcea_-_Bulgarian_Exarchate_Cathedral.jpg,,"{""author"":""Mpb eu"",""license"":""CC BY-SA 4.0"",""license_url"":""https://creativecommons.org/licenses/by-sa/4.0"",""source"":""https://commons.wikimedia.org/wiki/File:Tulcea_-_Bulgarian_Exarchate_Cathedral.jpg""}",TL-II-m-B-05995
"Muzeul Județean „Teohari Antonescu”",,muzeul-judetean-teohari-antonescu-giurgiu,,,Giurgiu,Giurgiu,muzeu,"Str. Dobrogeanu Gherea Constantin 3",43.886406,25.963587,,,,https://thumb.wikimedia.org/wikipedia/commons/thumb/0/08/Muzeul_Jude%C5%A3ean_%22Teohari_Antonescu%22_1.JPG/1280px-Muzeul_Jude%C5%A3ean_%22Teohari_Antonescu%22_1.JPG,,"{""author"":""Stancosty"",""license"":""CC BY-SA 3.0 ro"",""license_url"":""https://creativecommons.org/licenses/by-sa/3.0/ro/deed.en"",""source"":""https://commons.wikimedia.org/wiki/File:Muzeul_Judeţean_\""Teohari_Antonescu\""_1.JPG""}",GR-II-m-B-14876
"Biserica Romano-Catolică din Giurgiu",,biserica-romano-catolica-din-giurgiu-giurgiu,,,Giurgiu,Giurgiu,biserica-manastire,"Str. Botev Hristo 12",43.88801,25.96596,,,,https://thumb.wikimedia.org/wikipedia/commons/thumb/2/26/Roman_Catholic_church_in_Giurgiu_01.jpg/1280px-Roman_Catholic_church_in_Giurgiu_01.jpg,,"{""author"":""Javier"",""license"":""CC BY-SA 4.0"",""license_url"":""https://creativecommons.org/licenses/by-sa/4.0"",""source"":""https://commons.wikimedia.org/wiki/File:Roman_Catholic_church_in_Giurgiu_01.jpg""}",GR-II-m-B-14861
"Turnul cu ceas din Giurgiu",,turnul-cu-ceas-din-giurgiu-giurgiu,,,Giurgiu,Giurgiu,cladire-istorica,"Piața Unirii",43.89034,25.96478,,,,https://upload.wikimedia.org/wikipedia/commons/0/08/Turn_giurgiu.JPG,,"{""author"":""Alesia17"",""license"":""CC BY-SA 3.0"",""license_url"":""https://creativecommons.org/licenses/by-sa/3.0"",""source"":""https://commons.wikimedia.org/wiki/File:Turn_giurgiu.JPG""}",GR-II-m-A-14913
"Podul Bizetz",,podul-bizetz-giurgiu,,,Giurgiu,Giurgiu,cladire-istorica,,43.8839192,25.964069,,,,https://thumb.wikimedia.org/wikipedia/commons/thumb/2/20/Podul_Bizetz_3.JPG/1280px-Podul_Bizetz_3.JPG,,"{""author"":""Stancosty"",""license"":""CC BY-SA 3.0 ro"",""license_url"":""https://creativecommons.org/licenses/by-sa/3.0/ro/deed.en"",""source"":""https://commons.wikimedia.org/wiki/File:Podul_Bizetz_3.JPG""}",GR-II-m-B-14894
"Catedrala Adormirea Maicii Domnului din Giurgiu",,catedrala-adormirea-maicii-domnului-din-giurgiu-giurgiu,,"catedrala episcopiei Giurgiui",Giurgiu,Giurgiu,biserica-manastire,"Bd. București 2",43.8918,25.9664,,,,https://thumb.wikimedia.org/wikipedia/commons/thumb/c/cb/GiurgiuCathedral2.JPG/1280px-GiurgiuCathedral2.JPG,,"{""author"":""A.B."",""license"":""CC BY-SA 3.0"",""license_url"":""https://creativecommons.org/licenses/by-sa/3.0"",""source"":""https://commons.wikimedia.org/wiki/File:GiurgiuCathedral2.JPG""}",GR-II-m-B-14864
"Conacul Drugănescu (ulterior Târnoveanu-Știrbei)",,conacul-druganescu-ulterior-tarnoveanu-stirbei-floresti-stoenesti,,,Florești-Stoenești,Giurgiu,castel-palat,"Str. Punții 2",43.895169,25.967391,,,,,,,GR-II-m-A-15085
"Ateneul „Nicolae Bălănescu”",,ateneul-nicolae-balanescu-giurgiu,,"ateneul din Giurgiu",Giurgiu,Giurgiu,teatru-opera,"Strada Episcopiei 21, Giurgiu",43.8882603,25.9679989,,,,,,,GR-II-m-B-14899
"Căminul de Ucenici, azi Primăria",,caminul-de-ucenici-azi-primaria-giurgiu,,,Giurgiu,Giurgiu,cladire-istorica,"Bd. București 49-51",43.895392,25.966203,,,,https://upload.wikimedia.org/wikipedia/commons/b/b0/Primaria_giurgiu.JPG,,"{""author"":""Alesia17"",""license"":""CC BY-SA 3.0"",""license_url"":""https://creativecommons.org/licenses/by-sa/3.0"",""source"":""https://commons.wikimedia.org/wiki/File:Primaria_giurgiu.JPG""}",GR-II-m-B-14865
"Căpitănia Portului Giurgiu",,capitania-portului-giurgiu-giurgiu,,,Giurgiu,Giurgiu,cladire-istorica,,43.8695,25.9648,,,,,,,GR-II-m-B-14893
"Casa Mavrocordat, Str. Ștefan cel Mare 62",,casa-mavrocordat-str-stefan-cel-mare-62-vaslui,,,Vaslui,Vaslui,cladire-istorica,"Str. Ștefan cel Mare 62",46.6345713426,27.7312988829,,,,https://thumb.wikimedia.org/wikipedia/commons/thumb/f/fb/Casa_Mavrocordat%2C_azi_Palatul_Copiilor_din_Vaslui.JPG/1280px-Casa_Mavrocordat%2C_azi_Palatul_Copiilor_din_Vaslui.JPG,,"{""author"":""Rsocol"",""license"":""CC BY-SA 3.0 ro"",""license_url"":""https://creativecommons.org/licenses/by-sa/3.0/ro/deed.en"",""source"":""https://commons.wikimedia.org/wiki/File:Casa_Mavrocordat,_azi_Palatul_Copiilor_din_Vaslui.JPG""}",VS-II-m-A-06711
"Casa Mâdârjac, azi restaurant (S.C. DOREVECO S.R.L.)",,casa-madarjac-azi-restaurant-s-c-doreveco-s-r-l-vaslui,,,Vaslui,Vaslui,cladire-istorica,"Str. Ștefan cel Mare 43",46.635308,27.731016,,,,,,,VS-II-m-B-06702
"Casa Luchian, Str. Ștefan cel Mare 59",,casa-luchian-str-stefan-cel-mare-59-vaslui,,,Vaslui,Vaslui,cladire-istorica,"Str. Ștefan cel Mare 59",46.637043,27.731933,,,,,,,VS-II-m-B-06709
"Biserica Tăierea Capului Sfântului Ioan Botezătorul din Vaslui",,biserica-taierea-capului-sfantului-ioan-botezatorul-din-vaslui-vaslui,,"sit de patrimoniu în județul Vaslui, România",Vaslui,Vaslui,biserica-manastire,"Str. Ștefan cel Mare 58",46.63358,27.73136,,,,https://thumb.wikimedia.org/wikipedia/commons/thumb/8/86/Biserica_Sf._Ioan_din_Vaslui0.jpg/1280px-Biserica_Sf._Ioan_din_Vaslui0.jpg,,"{""author"":""Cezar Suceveanu"",""license"":""CC BY-SA 3.0 ro"",""license_url"":""https://creativecommons.org/licenses/by-sa/3.0/ro/deed.en"",""source"":""https://commons.wikimedia.org/wiki/File:Biserica_Sf._Ioan_din_Vaslui0.jpg""}",VS-II-m-A-06708
"Colegiul Național „Samuel von Brukenthal” din Sibiu",,colegiul-national-samuel-von-brukenthal-din-sibiu-sibiu,,"liceu din Sibiu, România",Sibiu,Sibiu,cladire-istorica,"Piața Huet 5",45.797243,24.149696,,,,https://upload.wikimedia.org/wikipedia/commons/6/6d/Colegiul_National_von_Brukenthal.jpg,,"{""author"":""Karin1992"",""license"":""Public domain"",""license_url"":"""",""source"":""https://commons.wikimedia.org/wiki/File:Colegiul_National_von_Brukenthal.jpg""}",SB-II-m-A-12082
"Casă (în corpul B fragmente din prima Primărie a orașului)",,casa-in-corpul-b-fragmente-din-prima-primarie-a-orasului-sibiu,,,Sibiu,Sibiu,cladire-istorica,"Str. Avram Iancu 1-3, Piața Mică 31",45.79445,24.14917,,,,,,,SB-II-m-A-12036
"Casă, Piața Mică 14, Piața Huet 14",,casa-piata-mica-14-piata-huet-14-sibiu,,,Sibiu,Sibiu,cladire-istorica,"Piața Mică 14, Piața Huet 14",45.797973,24.15116,,,,https://thumb.wikimedia.org/wikipedia/commons/thumb/c/ce/Sibiu_Piata_Mica_si_Huet_nr.14.jpg/1280px-Sibiu_Piata_Mica_si_Huet_nr.14.jpg,,"{""author"":""Andrei kokelburg"",""license"":""CC BY-SA 3.0 ro"",""license_url"":""https://creativecommons.org/licenses/by-sa/3.0/ro/deed.en"",""source"":""https://commons.wikimedia.org/wiki/File:Sibiu_Piata_Mica_si_Huet_nr.14.jpg""}",SB-II-m-A-12117
"Casă (înglobează turn de apărare - incinta III)",,casa-inglobeaza-turn-de-aparare-incinta-iii-sibiu,,,Sibiu,Sibiu,cladire-istorica,"Piața Mică 23",45.798615,24.151793,,,,https://thumb.wikimedia.org/wikipedia/commons/thumb/c/c9/Sibiu_Piata_Mica_nr.23.jpg/1280px-Sibiu_Piata_Mica_nr.23.jpg,,"{""author"":""Andrei kokelburg"",""license"":""CC BY-SA 3.0 ro"",""license_url"":""https://creativecommons.org/licenses/by-sa/3.0/ro/deed.en"",""source"":""https://commons.wikimedia.org/wiki/File:Sibiu_Piata_Mica_nr.23.jpg""}",SB-II-m-A-12125
"Casă (înglobează turn de apărare - incinta II)",,casa-inglobeaza-turn-de-aparare-incinta-ii-sibiu,,,Sibiu,Sibiu,cladire-istorica,"Piața Mică 24",45.79856,24.152045,,,,https://thumb.wikimedia.org/wikipedia/commons/thumb/3/3a/Sibiu_Piata_Mica_nr.24_%281%29.JPG/1280px-Sibiu_Piata_Mica_nr.24_%281%29.JPG,,"{""author"":""Andrei kokelburg"",""license"":""CC BY-SA 3.0 ro"",""license_url"":""https://creativecommons.org/licenses/by-sa/3.0/ro/deed.en"",""source"":""https://commons.wikimedia.org/wiki/File:Sibiu_Piata_Mica_nr.24_(1).JPG""}",SB-II-m-A-12126
"Casa Breslei Aurarilor, azi locuință",,casa-breslei-aurarilor-azi-locuinta-sibiu,,,Sibiu,Sibiu,cladire-istorica,"Piața Mică 25",45.798416,24.152029,,,,https://thumb.wikimedia.org/wikipedia/commons/thumb/e/e5/Sibiu_Piata_Mica_nr.25.JPG/1280px-Sibiu_Piata_Mica_nr.25.JPG,,"{""author"":""Andrei kokelburg"",""license"":""CC BY-SA 3.0 ro"",""license_url"":""https://creativecommons.org/licenses/by-sa/3.0/ro/deed.en"",""source"":""https://commons.wikimedia.org/wiki/File:Sibiu_Piata_Mica_nr.25.JPG""}",SB-II-m-A-12127
"Casă, Str. Mitropoliei 2A",,casa-str-mitropoliei-2a-sibiu,,,Sibiu,Sibiu,cladire-istorica,"Str. Mitropoliei 2A",45.796866,24.149714,,,,,,,SB-II-m-A-12133
"Casă, Str. Bălcescu Nicolae 14",,casa-str-balcescu-nicolae-14-sibiu,,,Sibiu,Sibiu,cladire-istorica,"Str. Bălcescu Nicolae 14",45.794,24.1501,,,,,,,SB-II-m-B-12053
"Casă, Str. Bălcescu Nicolae 28",,casa-str-balcescu-nicolae-28-sibiu,,,Sibiu,Sibiu,cladire-istorica,"Str. Bălcescu Nicolae 28",45.7937,24.1499,,,,,,,SB-II-m-B-12059
"Casă, Piața Mică 18",,casa-piata-mica-18-sibiu,,,Sibiu,Sibiu,cladire-istorica,"Piața Mică 18",45.7984,24.1509,,,,,,,SB-II-m-B-12120
"Casă, Piața Mică 20",,casa-piata-mica-20-sibiu,,,Sibiu,Sibiu,cladire-istorica,"Piața Mică 20",45.7984,24.1509,,,,,,,SB-II-m-B-12122
"Casă, Str. Mitropoliei 8",,casa-str-mitropoliei-8-sibiu,,,Sibiu,Sibiu,cladire-istorica,"Str. Mitropoliei 8",45.7964,24.1495,,,,,,,SB-II-m-B-12136
"Casă, Str. Ocnei 1",,casa-str-ocnei-1-sibiu,,,Sibiu,Sibiu,cladire-istorica,"Str. Ocnei 1",45.7984,24.1509,,,,https://thumb.wikimedia.org/wikipedia/commons/thumb/c/c6/RO_SB_1_Ocnei_street.jpg/1280px-RO_SB_1_Ocnei_street.jpg,,"{""author"":""Andrei Stroe"",""license"":""CC BY-SA 4.0"",""license_url"":""https://creativecommons.org/licenses/by-sa/4.0"",""source"":""https://commons.wikimedia.org/wiki/File:RO_SB_1_Ocnei_street.jpg""}",SB-II-m-B-12153
"Casă, Str. Ocnei 2",,casa-str-ocnei-2-sibiu,,,Sibiu,Sibiu,cladire-istorica,"Str. Ocnei 2",45.798533,24.150859,,,,https://thumb.wikimedia.org/wikipedia/commons/thumb/5/59/%22Eyes_of_Sibiu%22_at_house_Strada_Ocnei_2%2C_Sibiu_%282023%29_-_img_04.jpg/1280px-%22Eyes_of_Sibiu%22_at_house_Strada_Ocnei_2%2C_Sibiu_%282023%29_-_img_04.jpg,,"{""author"":""Chainwit."",""license"":""CC BY 4.0"",""license_url"":""https://creativecommons.org/licenses/by/4.0"",""source"":""https://commons.wikimedia.org/wiki/File:\""Eyes_of_Sibiu\""_at_house_Strada_Ocnei_2,_Sibiu_(2023)_-_img_04.jpg""}",SB-II-m-B-12154
"Biblioteca Județeană Astra",,biblioteca-judeteana-astra-sibiu,,"bibliotecă publică din județul Sibiu",Sibiu,Sibiu,cladire-istorica,"str. Barițiu nr. 5",45.7933,24.14636,,,,https://thumb.wikimedia.org/wikipedia/commons/thumb/f/fd/Biblioteca_Jude%C5%A3ean%C4%83_ASTRA_Sibiu_-_sediul_istoric1.jpg/1280px-Biblioteca_Jude%C5%A3ean%C4%83_ASTRA_Sibiu_-_sediul_istoric1.jpg,,"{""author"":""Danaioana88"",""license"":""CC BY-SA 4.0"",""license_url"":""https://creativecommons.org/licenses/by-sa/4.0"",""source"":""https://commons.wikimedia.org/wiki/File:Biblioteca_Judeţeană_ASTRA_Sibiu_-_sediul_istoric1.jpg""}",SB-II-m-A-21068
